# {"t_start": 1602448160.086903, "env_id": "FrozenLake-v0"} 
r,l,t
0.0,12,10.612305
0.0,5,10.613993
0.0,3,10.615081
0.0,2,10.61577
0.0,9,10.618618
0.0,9,10.621578
0.0,7,10.624007
0.0,4,10.625473
0.0,3,10.626553
0.0,9,10.629519
0.0,17,10.635443
0.0,2,10.636167
0.0,2,10.63685
0.0,7,10.639319
0.0,12,10.643232
0.0,18,10.649106
0.0,3,10.650115
0.0,21,10.657374
0.0,12,10.661103
0.0,7,10.663466
0.0,14,10.668176
0.0,5,10.669754
0.0,6,10.672273
0.0,7,10.675257
0.0,2,10.676041
0.0,5,10.677736
0.0,7,10.680233
0.0,11,10.683977
0.0,16,10.689179
0.0,3,10.690233
0.0,8,10.692835
0.0,2,10.693537
0.0,7,10.696062
0.0,26,10.704577
0.0,10,10.707944
0.0,6,10.709919
0.0,6,10.711994
0.0,6,10.714132
0.0,3,10.715142
0.0,3,10.716129
0.0,7,10.71842
0.0,2,10.719133
0.0,9,10.722124
0.0,6,10.724392
0.0,3,10.725497
0.0,3,10.726492
0.0,6,10.728651
0.0,5,10.730316
0.0,2,10.731126
0.0,16,10.736432
0.0,15,10.741521
0.0,6,10.743511
0.0,3,10.744568
0.0,5,10.746299
0.0,6,10.7483
0.0,5,10.749914
0.0,12,10.754076
0.0,8,10.756836
0.0,5,10.758429
0.0,14,10.763166
0.0,2,10.76385
0.0,11,10.767394
0.0,11,10.771173
0.0,5,10.773043
0.0,6,10.775384
0.0,16,10.781855
0.0,7,10.784286
0.0,2,10.785027
0.0,5,10.786487
0.0,14,10.790528
0.0,3,10.791408
0.0,11,10.794954
0.0,4,10.796319
0.0,2,10.797005
0.0,14,10.801874
0.0,8,10.804396
0.0,2,10.80529
0.0,2,10.806049
0.0,7,10.808435
0.0,5,10.81006
0.0,11,10.814084
0.0,3,10.815051
0.0,14,10.820466
0.0,7,10.822968
0.0,5,10.825399
0.0,14,10.829997
0.0,2,10.83077
0.0,8,10.834002
0.0,16,10.839475
0.0,3,10.840531
0.0,5,10.842178
0.0,4,10.843557
0.0,21,10.850793
0.0,4,10.852094
0.0,21,10.859546
0.0,8,10.862262
0.0,6,10.864276
0.0,17,10.870138
0.0,4,10.871644
0.0,4,10.873008
0.0,14,10.878218
0.0,5,10.87993
0.0,8,10.882827
0.0,9,10.885759
0.0,5,10.887401
0.0,2,10.888086
0.0,8,10.890828
0.0,4,10.892144
0.0,19,10.898689
0.0,13,10.902813
0.0,6,10.904841
0.0,4,10.906522
0.0,8,10.909145
0.0,8,10.911629
0.0,4,10.913224
0.0,13,10.918256
0.0,15,10.92351
0.0,2,10.924614
0.0,13,10.929116
0.0,5,10.93093
0.0,4,10.932405
0.0,6,10.934657
0.0,18,10.940646
0.0,11,10.944205
0.0,4,10.94569
0.0,6,10.947841
0.0,7,10.950227
0.0,13,10.954561
0.0,3,10.955797
0.0,6,10.957999
0.0,2,10.958698
0.0,3,10.959707
0.0,3,10.960765
0.0,32,10.971217
0.0,2,10.971925
0.0,7,10.974517
0.0,11,10.978349
0.0,2,10.979076
0.0,9,10.982266
0.0,3,10.983321
0.0,4,10.984641
0.0,8,10.987317
0.0,5,10.989026
0.0,4,10.990324
0.0,5,10.992205
0.0,12,10.996598
0.0,16,11.001889
0.0,10,11.005265
0.0,11,11.008857
0.0,5,11.010852
0.0,26,11.020116
1.0,17,11.026911
0.0,7,11.02894
0.0,15,11.033744
0.0,7,11.036136
0.0,7,11.038451
0.0,26,11.047055
0.0,15,11.05256
0.0,4,11.0539
0.0,3,11.055074
0.0,7,11.057423
0.0,3,11.058486
0.0,17,11.064343
0.0,4,11.065707
0.0,19,11.076353
0.0,7,11.080279
0.0,3,11.0822
0.0,10,11.087371
0.0,3,11.088948
0.0,3,11.090048
0.0,3,11.091558
0.0,6,11.093651
0.0,6,11.095797
0.0,6,11.098193
0.0,7,11.101398
0.0,6,11.103839
0.0,18,11.110414
0.0,8,11.113064
0.0,23,11.121521
0.0,6,11.123865
0.0,3,11.1251
0.0,3,11.126157
0.0,11,11.129681
0.0,4,11.131184
0.0,3,11.132527
0.0,10,11.135717
0.0,16,11.141809
0.0,8,11.144506
0.0,18,11.150298
0.0,5,11.15195
0.0,2,11.152623
0.0,6,11.154622
0.0,8,11.157495
0.0,5,11.159097
0.0,4,11.160366
0.0,5,11.161984
1.0,8,11.164975
0.0,7,11.167308
0.0,9,11.170108
0.0,5,11.171819
0.0,9,11.175598
0.0,10,11.179155
0.0,3,11.180416
0.0,4,11.182318
0.0,4,11.183667
0.0,3,11.184633
0.0,4,11.186016
0.0,7,11.188515
0.0,18,11.194371
0.0,6,11.196923
0.0,8,11.19976
0.0,7,11.202127
0.0,4,11.203415
0.0,2,11.204069
0.0,8,11.206908
0.0,3,11.207972
0.0,8,11.210593
0.0,8,11.213456
0.0,7,11.21614
0.0,2,11.216869
1.0,11,11.220435
0.0,2,11.221149
0.0,6,11.223169
0.0,8,11.226019
0.0,7,11.228307
0.0,13,11.23273
0.0,3,11.233858
0.0,13,11.238378
0.0,7,11.240778
0.0,7,11.242983
0.0,9,11.246053
0.0,5,11.247739
0.0,23,11.255422
0.0,11,11.259037
0.0,4,11.260347
0.0,6,11.262479
0.0,4,11.263771
0.0,8,11.266281
0.0,5,11.267874
0.0,7,11.270508
0.0,2,11.271186
0.0,7,11.273928
0.0,2,11.274962
0.0,2,11.275732
0.0,5,11.277408
0.0,10,11.280507
0.0,11,11.284272
0.0,4,11.285792
0.0,13,11.344034
0.0,5,11.345698
1.0,7,11.348019
0.0,22,11.35584
0.0,3,11.357004
0.0,6,11.358943
0.0,15,11.363809
0.0,9,11.366889
0.0,17,11.372392
0.0,4,11.373976
0.0,3,11.375353
0.0,4,11.376804
0.0,9,11.379738
0.0,3,11.380807
0.0,23,11.388339
0.0,12,11.392272
0.0,6,11.394253
0.0,8,11.397291
0.0,6,11.39962
0.0,6,11.401587
0.0,15,11.406541
0.0,3,11.40761
0.0,10,11.410846
0.0,5,11.412508
0.0,5,11.414551
0.0,6,11.416717
0.0,19,11.428685
0.0,6,11.431772
0.0,5,11.433424
0.0,6,11.435424
0.0,5,11.437038
0.0,12,11.441212
0.0,8,11.444005
0.0,2,11.444688
0.0,6,11.446792
0.0,10,11.450057
0.0,6,11.45199
0.0,6,11.453969
0.0,18,11.460004
0.0,4,11.461338
0.0,3,11.462467
0.0,5,11.464502
0.0,9,11.46758
0.0,5,11.469232
0.0,6,11.471285
0.0,12,11.475475
0.0,14,11.480332
0.0,6,11.48242
0.0,8,11.485053
0.0,12,11.489096
0.0,14,11.493619
0.0,3,11.494639
0.0,18,11.500796
0.0,3,11.50182
0.0,3,11.502917
0.0,2,11.50368
0.0,11,11.507621
0.0,13,11.511922
0.0,6,11.513987
0.0,7,11.51617
0.0,2,11.51687
0.0,15,11.522286
0.0,2,11.522968
0.0,3,11.524169
0.0,8,11.527221
0.0,7,11.529506
0.0,13,11.533821
0.0,12,11.53777
0.0,23,11.545328
0.0,2,11.546026
0.0,5,11.547764
0.0,34,11.558978
0.0,3,11.560133
0.0,7,11.56243
0.0,13,11.566578
0.0,5,11.568312
0.0,4,11.569632
0.0,9,11.572703
0.0,14,11.578341
0.0,8,11.581894
0.0,6,11.584832
0.0,4,11.586183
0.0,12,11.590117
0.0,2,11.590841
0.0,9,11.59396
0.0,8,11.59694
0.0,4,11.598272
0.0,6,11.600518
0.0,11,11.604174
0.0,8,11.607093
0.0,3,11.608117
0.0,8,11.61073
0.0,7,11.613137
0.0,4,11.61451
0.0,16,11.620958
0.0,16,11.62684
0.0,2,11.627581
0.0,2,11.628395
0.0,4,11.62983
0.0,6,11.632104
0.0,6,11.634164
0.0,2,11.634851
0.0,2,11.635525
0.0,4,11.636815
0.0,10,11.640198
0.0,2,11.640924
0.0,7,11.643251
0.0,9,11.646276
0.0,8,11.648952
0.0,6,11.650922
0.0,8,11.653498
0.0,7,11.655897
0.0,4,11.65736
0.0,3,11.658361
0.0,3,11.659359
0.0,15,11.664066
0.0,5,11.665974
0.0,7,11.668176
0.0,8,11.670693
0.0,5,11.672658
0.0,3,11.673956
0.0,9,11.677515
0.0,17,11.683367
0.0,6,11.685316
0.0,5,11.686973
0.0,11,11.690713
0.0,6,11.692823
0.0,3,11.693822
0.0,12,11.698487
0.0,4,11.699985
0.0,14,11.704376
0.0,6,11.706677
0.0,8,11.70927
0.0,12,11.71325
0.0,4,11.714608
0.0,3,11.715598
0.0,7,11.717847
0.0,7,11.720052
0.0,3,11.721153
0.0,11,11.726308
0.0,4,11.727665
0.0,14,11.732709
0.0,9,11.73564
0.0,8,11.738337
0.0,4,11.739705
0.0,21,11.746589
0.0,8,11.749231
0.0,15,11.753985
0.0,3,11.755233
0.0,2,11.75598
0.0,6,11.757973
0.0,2,11.758629
0.0,5,11.76021
0.0,7,11.762539
0.0,4,11.763803
1.0,12,11.768226
0.0,12,11.772311
0.0,7,11.775299
0.0,4,11.776874
0.0,7,11.779195
0.0,8,11.781971
0.0,12,11.7859
0.0,3,11.786904
0.0,12,11.79095
0.0,7,11.793216
0.0,2,11.793906
0.0,20,11.800832
0.0,10,11.804084
0.0,7,11.806586
0.0,7,11.808912
0.0,5,11.810749
0.0,7,11.813612
0.0,3,11.814624
0.0,3,11.81559
0.0,2,11.816249
0.0,13,11.821307
0.0,4,11.822845
0.0,18,11.829394
0.0,2,11.830097
0.0,7,11.832542
0.0,7,11.834857
0.0,4,11.836182
0.0,10,11.839613
0.0,10,11.842869
0.0,14,11.847573
0.0,3,11.848714
0.0,7,11.851137
0.0,2,11.851898
0.0,6,11.853783
0.0,5,11.855633
0.0,5,11.857319
0.0,11,11.860843
0.0,12,11.864585
0.0,5,11.866152
0.0,17,11.87186
0.0,4,11.873171
0.0,17,11.878891
0.0,2,11.879586
0.0,8,11.883065
0.0,25,11.891859
0.0,4,11.893274
0.0,4,11.894578
0.0,18,11.900983
0.0,4,11.902311
0.0,2,11.902973
0.0,10,11.906264
1.0,14,11.910899
0.0,3,11.911868
0.0,3,11.91317
0.0,11,11.917805
0.0,4,11.919173
0.0,2,11.919853
0.0,8,11.922609
0.0,6,11.92485
0.0,4,11.926347
0.0,11,11.930007
0.0,7,11.932863
0.0,3,11.933936
0.0,4,11.935292
0.0,5,11.936909
0.0,5,11.938688
0.0,7,11.941172
0.0,10,11.944626
0.0,8,11.947349
0.0,8,11.950002
0.0,7,11.952234
0.0,7,11.954562
0.0,4,11.955975
0.0,7,11.958294
0.0,16,11.963275
0.0,9,11.966305
0.0,16,11.97125
0.0,16,11.977507
0.0,12,11.98224
0.0,5,11.984307
0.0,10,11.987633
0.0,4,11.989093
0.0,3,11.990091
0.0,2,11.990796
0.0,8,11.993665
0.0,3,11.994671
0.0,8,11.997512
0.0,3,11.998624
0.0,9,12.001575
0.0,3,12.002609
0.0,7,12.004826
0.0,6,12.007374
0.0,10,12.010657
0.0,16,12.016129
0.0,14,12.021046
0.0,4,12.022526
0.0,4,12.023959
0.0,5,12.025437
0.0,8,12.027683
0.0,6,12.029556
0.0,9,12.032628
0.0,4,12.034122
0.0,6,12.036082
0.0,2,12.036789
0.0,9,12.039785
0.0,5,12.04145
0.0,10,12.04495
0.0,10,12.048337
0.0,9,12.051256
0.0,35,12.1169
0.0,5,12.118588
0.0,12,12.122616
0.0,3,12.123635
0.0,2,12.124314
0.0,8,12.12693
0.0,18,12.13309
0.0,26,12.141724
0.0,13,12.146315
0.0,3,12.147347
0.0,5,12.149038
0.0,10,12.152252
0.0,5,12.153925
0.0,11,12.157556
0.0,10,12.160751
0.0,3,12.16179
0.0,8,12.164302
0.0,29,12.173763
0.0,8,12.176436
0.0,6,12.178323
0.0,2,12.178988
0.0,7,12.181412
0.0,8,12.184871
0.0,5,12.186586
0.0,23,12.194475
0.0,6,12.196474
0.0,3,12.197615
0.0,7,12.200045
0.0,6,12.202084
0.0,18,12.208162
0.0,9,12.211076
0.0,2,12.211816
0.0,16,12.217011
0.0,6,12.218933
0.0,6,12.220795
0.0,9,12.22398
0.0,3,12.224989
0.0,19,12.231053
0.0,10,12.234958
0.0,8,12.237511
0.0,11,12.241285
0.0,6,12.243814
0.0,5,12.245432
0.0,2,12.246107
0.0,6,12.248426
0.0,8,12.25095
0.0,4,12.252229
0.0,6,12.254124
0.0,2,12.254886
0.0,19,12.261067
0.0,2,12.26174
0.0,5,12.263672
0.0,5,12.265359
0.0,5,12.267107
0.0,2,12.267775
0.0,4,12.269038
0.0,8,12.271807
0.0,9,12.27463
0.0,33,12.286232
0.0,6,12.288246
0.0,19,12.294668
0.0,11,12.298376
0.0,8,12.301002
0.0,11,12.304522
0.0,9,12.307597
0.0,2,12.308286
0.0,12,12.312235
0.0,11,12.315796
0.0,8,12.318479
0.0,4,12.320247
0.0,2,12.321287
0.0,7,12.324102
0.0,9,12.327547
0.0,6,12.329693
0.0,21,12.337319
0.0,7,12.33992
0.0,12,12.344179
0.0,3,12.345247
0.0,11,12.348893
0.0,8,12.351465
0.0,8,12.354073
0.0,16,12.359424
0.0,6,12.361532
0.0,7,12.363859
0.0,4,12.365218
0.0,13,12.369419
0.0,6,12.37142
0.0,5,12.373106
0.0,4,12.374403
0.0,8,12.377797
0.0,2,12.37898
0.0,7,12.381874
0.0,5,12.383992
0.0,12,12.38802
0.0,3,12.389151
0.0,18,12.395275
0.0,3,12.396352
0.0,10,12.399622
0.0,21,12.408757
0.0,2,12.409618
0.0,6,12.412003
0.0,10,12.42365
0.0,9,12.426973
0.0,12,12.431054
0.0,8,12.434275
0.0,5,12.435913
0.0,7,12.438209
0.0,3,12.439269
0.0,6,12.441386
0.0,13,12.445618
0.0,13,12.450184
0.0,7,12.452624
0.0,12,12.456558
0.0,9,12.459576
0.0,2,12.460262
0.0,3,12.461291
0.0,4,12.462638
0.0,2,12.463314
0.0,17,12.469019
0.0,7,12.471347
0.0,9,12.474939
0.0,2,12.475623
0.0,2,12.476379
0.0,2,12.477068
0.0,7,12.479414
0.0,11,12.483249
0.0,8,12.485952
0.0,5,12.487644
0.0,17,12.493455
0.0,3,12.494466
0.0,6,12.496506
0.0,9,12.499408
0.0,6,12.501414
0.0,21,12.508269
0.0,6,12.510228
0.0,25,12.518403
0.0,7,12.52063
0.0,8,12.523388
0.0,9,12.526417
0.0,7,12.528641
0.0,5,12.530389
0.0,24,12.54002
0.0,9,12.543437
0.0,3,12.544523
0.0,20,12.551181
0.0,7,12.553424
0.0,5,12.555193
0.0,18,12.5609
0.0,9,12.563973
0.0,8,12.566628
0.0,5,12.568562
0.0,6,12.570887
0.0,15,12.576017
0.0,4,12.57742
0.0,4,12.578833
0.0,3,12.580094
0.0,6,12.5824
0.0,2,12.583202
0.0,8,12.585982
0.0,14,12.59065
0.0,13,12.595077
0.0,21,12.601963
0.0,8,12.604573
0.0,3,12.605732
0.0,7,12.60807
0.0,11,12.611621
0.0,11,12.615184
0.0,2,12.615903
0.0,3,12.616899
0.0,3,12.617886
0.0,2,12.618575
0.0,5,12.620324
0.0,17,12.625863
0.0,12,12.6298
0.0,4,12.631371
0.0,12,12.635879
0.0,13,12.640123
0.0,9,12.643295
0.0,11,12.646977
0.0,7,12.649441
0.0,2,12.650178
0.0,7,12.652464
0.0,14,12.65701
0.0,8,12.659534
0.0,24,12.667515
0.0,13,12.671569
0.0,10,12.675157
0.0,4,12.677353
0.0,2,12.67811
0.0,6,12.680081
0.0,4,12.681768
0.0,19,12.68844
0.0,6,12.690473
0.0,10,12.694029
0.0,10,12.697545
0.0,2,12.698289
0.0,5,12.699927
0.0,21,12.706812
0.0,3,12.707808
0.0,5,12.709478
0.0,10,12.71275
0.0,8,12.715568
0.0,4,12.716932
0.0,2,12.717622
0.0,10,12.720913
0.0,10,12.724303
0.0,2,12.725
0.0,3,12.725958
0.0,13,12.732477
0.0,4,12.734109
0.0,6,12.736307
0.0,12,12.740301
0.0,6,12.742326
0.0,5,12.744159
0.0,3,12.745162
0.0,7,12.747502
0.0,2,12.748299
0.0,5,12.749954
0.0,6,12.752045
0.0,10,12.755426
0.0,7,12.757611
0.0,2,12.75827
0.0,3,12.759267
0.0,7,12.761615
0.0,6,12.763634
0.0,4,12.765275
0.0,5,12.767476
0.0,2,12.768621
0.0,5,12.770571
0.0,5,12.772249
0.0,19,12.77963
0.0,6,12.782815
0.0,6,12.78584
0.0,2,12.786725
1.0,26,12.796494
0.0,3,12.79765
0.0,7,12.800016
0.0,22,12.807493
0.0,2,12.808216
0.0,5,12.809905
0.0,8,12.812581
0.0,3,12.813646
0.0,4,12.814987
0.0,13,12.819373
0.0,9,12.822599
0.0,7,12.825182
0.0,5,12.826822
0.0,4,12.828161
0.0,10,12.882975
0.0,5,12.884974
0.0,2,12.885754
0.0,22,12.893055
0.0,3,12.894101
0.0,3,12.895084
0.0,4,12.896434
0.0,4,12.897771
1.0,7,12.90005
0.0,3,12.901036
0.0,11,12.904566
0.0,3,12.905869
0.0,9,12.909109
0.0,8,12.911668
0.0,15,12.917246
0.0,11,12.920827
0.0,5,12.922506
0.0,6,12.924563
0.0,16,12.930051
0.0,3,12.931081
0.0,3,12.932174
0.0,8,12.934883
0.0,9,12.937828
0.0,9,12.940785
0.0,20,12.947567
0.0,10,12.950778
0.0,2,12.951465
0.0,3,12.952501
0.0,14,12.957368
0.0,17,12.962872
0.0,2,12.963569
0.0,2,12.964269
0.0,3,12.96529
0.0,3,12.966243
0.0,10,12.969509
0.0,7,12.971709
0.0,7,12.974143
0.0,8,12.976714
0.0,5,12.978338
0.0,2,12.979046
0.0,2,12.979813
0.0,14,12.985913
0.0,2,12.986647
0.0,12,12.99059
0.0,3,12.991592
0.0,5,12.993268
0.0,2,12.993992
0.0,3,12.994998
0.0,15,12.999939
0.0,6,13.001912
0.0,10,13.005319
0.0,11,13.008791
0.0,3,13.009816
0.0,8,13.01252
0.0,2,13.013281
0.0,7,13.015519
0.0,3,13.016715
0.0,3,13.01778
0.0,9,13.021391
0.0,4,13.023359
0.0,4,13.025213
0.0,7,13.027353
0.0,7,13.029437
0.0,4,13.030613
0.0,18,13.036443
1.0,22,13.043643
0.0,19,13.049856
0.0,3,13.050981
0.0,11,13.054526
0.0,3,13.056028
0.0,7,13.058274
0.0,5,13.060049
0.0,2,13.060861
0.0,8,13.063478
0.0,5,13.065089
0.0,3,13.066214
0.0,8,13.068792
0.0,4,13.070058
0.0,5,13.071632
0.0,12,13.075588
0.0,11,13.079263
0.0,10,13.084212
1.0,8,13.087306
0.0,3,13.088388
0.0,7,13.090855
0.0,14,13.096448
0.0,9,13.099588
0.0,18,13.105575
0.0,4,13.106983
0.0,12,13.110956
0.0,8,13.113658
0.0,7,13.116181
0.0,3,13.117191
0.0,2,13.117868
0.0,11,13.12156
0.0,14,13.126408
0.0,3,13.127486
0.0,4,13.128811
0.0,8,13.131545
0.0,9,13.134766
0.0,3,13.135777
0.0,18,13.141685
0.0,16,13.147708
0.0,4,13.149305
0.0,2,13.150046
0.0,8,13.152742
0.0,3,13.153758
0.0,7,13.156103
0.0,12,13.160121
0.0,8,13.16318
0.0,22,13.170401
0.0,5,13.172369
0.0,4,13.173749
0.0,5,13.175459
0.0,9,13.179388
0.0,4,13.181024
0.0,6,13.183501
0.0,6,13.185899
0.0,11,13.189751
0.0,14,13.194605
0.0,6,13.19685
0.0,5,13.198798
0.0,5,13.200402
0.0,5,13.201963
0.0,7,13.204227
0.0,22,13.211727
0.0,4,13.213079
0.0,10,13.216717
0.0,7,13.21942
0.0,17,13.226169
0.0,6,13.228193
0.0,7,13.230593
0.0,5,13.232445
0.0,2,13.233352
0.0,17,13.240043
0.0,14,13.245056
1.0,19,13.251252
0.0,16,13.256618
0.0,2,13.2573
0.0,14,13.261604
0.0,4,13.262935
0.0,6,13.264983
0.0,7,13.267312
0.0,25,13.275811
0.0,2,13.276579
0.0,9,13.279771
0.0,4,13.281264
0.0,14,13.286722
0.0,9,13.289838
0.0,10,13.293181
0.0,3,13.294263
0.0,9,13.297268
0.0,3,13.298471
0.0,10,13.301739
0.0,4,13.303159
0.0,3,13.304159
0.0,6,13.306218
0.0,5,13.308005
0.0,15,13.312838
0.0,5,13.314573
0.0,4,13.315905
0.0,9,13.318792
0.0,12,13.322706
0.0,3,13.323806
0.0,13,13.327885
0.0,11,13.331367
0.0,2,13.33215
0.0,4,13.334026
0.0,2,13.335011
0.0,3,13.336032
0.0,8,13.338584
0.0,3,13.339583
0.0,11,13.343523
0.0,28,13.352502
0.0,2,13.353194
0.0,3,13.354229
0.0,15,13.359192
0.0,31,13.368949
0.0,3,13.369976
0.0,6,13.372385
0.0,3,13.373441
0.0,7,13.375619
0.0,13,13.3799
0.0,8,13.383045
0.0,3,13.385108
0.0,2,13.386463
0.0,6,13.389048
0.0,11,13.393488
0.0,5,13.395237
0.0,5,13.397396
0.0,15,13.402848
0.0,9,13.406191
0.0,5,13.408017
0.0,4,13.409332
0.0,2,13.409962
0.0,19,13.41839
0.0,7,13.42067
0.0,20,13.431165
0.0,8,13.43426
0.0,7,13.436928
0.0,6,13.438994
0.0,4,13.44079
0.0,5,13.442796
0.0,19,13.449317
0.0,20,13.455792
0.0,3,13.456788
1.0,6,13.458774
0.0,5,13.460419
0.0,3,13.461442
0.0,7,13.463815
0.0,13,13.468021
0.0,9,13.471073
0.0,19,13.477146
0.0,2,13.477823
0.0,3,13.478835
0.0,3,13.47982
0.0,11,13.483677
0.0,5,13.485787
0.0,4,13.487144
0.0,3,13.488127
0.0,7,13.490437
0.0,18,13.496504
0.0,10,13.49987
0.0,7,13.502095
0.0,4,13.503597
0.0,5,13.505224
0.0,6,13.507281
0.0,4,13.508599
0.0,4,13.510072
0.0,9,13.513024
0.0,11,13.516622
0.0,5,13.51829
0.0,12,13.522391
0.0,9,13.525208
0.0,3,13.526181
0.0,3,13.527145
0.0,8,13.529853
0.0,8,13.53348
0.0,7,13.536554
0.0,2,13.537261
0.0,6,13.539291
0.0,9,13.542234
0.0,4,13.543829
0.0,4,13.545146
0.0,6,13.547093
0.0,3,13.548097
0.0,15,13.553051
0.0,3,13.554049
0.0,2,13.554725
0.0,5,13.556575
0.0,4,13.557866
0.0,8,13.560423
0.0,6,13.562365
0.0,4,13.563731
0.0,25,13.572037
0.0,8,13.574963
0.0,5,13.576578
0.0,6,13.578567
0.0,19,13.58605
0.0,9,13.589076
0.0,22,13.596456
0.0,18,13.658919
0.0,4,13.660305
0.0,9,13.663593
0.0,27,13.67232
0.0,19,13.678522
0.0,8,13.681221
0.0,3,13.682184
0.0,8,13.685799
0.0,2,13.686575
0.0,3,13.687554
0.0,10,13.690857
0.0,20,13.698692
0.0,18,13.704625
0.0,11,13.708443
0.0,24,13.716666
0.0,9,13.720031
0.0,13,13.724439
0.0,5,13.726103
0.0,11,13.7296
0.0,18,13.736089
0.0,12,13.740113
0.0,13,13.744799
0.0,16,13.750065
0.0,2,13.750759
0.0,2,13.751461
0.0,6,13.753437
0.0,9,13.756557
0.0,5,13.758154
0.0,3,13.759105
0.0,13,13.764011
0.0,2,13.764863
0.0,3,13.765974
0.0,29,13.775456
0.0,2,13.776141
0.0,9,13.779135
0.0,11,13.782963
0.0,12,13.787526
0.0,6,13.789594
0.0,7,13.791924
0.0,19,13.798282
0.0,5,13.80001
0.0,10,13.803253
0.0,2,13.803951
0.0,5,13.805705
0.0,6,13.807667
0.0,5,13.809497
0.0,6,13.811676
0.0,3,13.812664
0.0,9,13.815535
0.0,6,13.817603
0.0,8,13.820083
0.0,6,13.822237
0.0,14,13.826882
0.0,34,13.838623
1.0,21,13.846075
0.0,7,13.848449
0.0,7,13.850832
0.0,16,13.856226
0.0,13,13.860353
0.0,6,13.862263
1.0,7,13.864456
0.0,2,13.865111
0.0,4,13.866464
0.0,3,13.867421
0.0,9,13.870234
1.0,17,13.876613
0.0,8,13.879278
0.0,9,13.882168
0.0,5,13.883995
1.0,7,13.886461
0.0,12,13.890558
0.0,7,13.892934
0.0,11,13.896547
0.0,5,13.89831
0.0,8,13.900983
0.0,5,13.902594
0.0,11,13.906983
0.0,13,13.911185
0.0,7,13.913709
0.0,2,13.914962
0.0,16,13.920294
0.0,8,13.923014
0.0,12,13.927288
0.0,8,13.930174
0.0,9,13.933066
0.0,6,13.935481
0.0,9,13.938462
0.0,4,13.940121
0.0,2,13.940844
0.0,3,13.942
0.0,5,13.943833
0.0,6,13.945918
0.0,4,13.947252
0.0,3,13.94828
0.0,3,13.949284
0.0,2,13.949988
0.0,5,13.951739
0.0,4,13.953032
0.0,8,13.955705
0.0,5,13.957349
0.0,6,13.959329
0.0,15,13.964182
0.0,8,13.966959
0.0,4,13.968257
0.0,27,13.977382
0.0,4,13.978712
0.0,17,13.984821
0.0,30,13.99746
0.0,4,13.99892
0.0,3,13.999921
0.0,2,14.000592
0.0,4,14.001899
0.0,10,14.005239
0.0,15,14.010312
0.0,9,14.013311
0.0,25,14.021611
0.0,7,14.024016
0.0,14,14.030029
0.0,19,14.03664
0.0,9,14.039541
0.0,8,14.041999
0.0,22,14.049464
0.0,3,14.050482
0.0,9,14.053471
0.0,11,14.057497
0.0,2,14.058291
0.0,15,14.063046
0.0,3,14.064022
0.0,17,14.069839
0.0,22,14.077804
0.0,10,14.081778
0.0,4,14.084126
0.0,6,14.086415
0.0,4,14.087756
0.0,19,14.094437
0.0,17,14.100143
0.0,5,14.101778
0.0,19,14.10808
0.0,12,14.112089
0.0,3,14.113199
0.0,3,14.1143
0.0,2,14.115003
0.0,2,14.115686
0.0,13,14.12
0.0,5,14.121991
0.0,11,14.125622
0.0,6,14.127608
0.0,14,14.131897
0.0,2,14.132554
0.0,4,14.134518
0.0,4,14.136534
0.0,22,14.144364
0.0,5,14.145998
0.0,6,14.148049
0.0,7,14.150321
0.0,12,14.15418
0.0,11,14.158259
0.0,8,14.160946
0.0,10,14.164336
0.0,2,14.165004
0.0,8,14.167591
0.0,6,14.169441
0.0,23,14.177129
0.0,13,14.181418
0.0,14,14.186794
0.0,5,14.188525
0.0,3,14.18953
0.0,17,14.19544
0.0,21,14.202368
0.0,28,14.211781
0.0,10,14.215072
0.0,8,14.217764
0.0,5,14.219385
0.0,4,14.220676
0.0,14,14.225419
0.0,11,14.229156
0.0,5,14.230849
0.0,11,14.234993
0.0,14,14.239698
1.0,9,14.242695
0.0,17,14.24849
0.0,15,14.253382
0.0,9,14.256293
0.0,3,14.257307
0.0,11,14.260746
0.0,11,14.264379
0.0,2,14.265084
0.0,5,14.266767
0.0,7,14.268977
0.0,4,14.270351
0.0,17,14.275917
0.0,7,14.278222
0.0,4,14.279511
0.0,18,14.285593
0.0,5,14.287923
0.0,5,14.2896
0.0,8,14.292142
0.0,16,14.297807
0.0,16,14.303448
0.0,3,14.304447
0.0,7,14.306961
1.0,9,14.309913
0.0,9,14.313135
0.0,5,14.314718
0.0,5,14.316335
0.0,15,14.321225
0.0,2,14.322082
0.0,6,14.324021
0.0,11,14.327538
0.0,11,14.331007
0.0,2,14.331661
0.0,5,14.333625
0.0,2,14.334877
0.0,5,14.336793
0.0,2,14.337484
0.0,6,14.339504
0.0,5,14.341167
0.0,5,14.342923
0.0,2,14.343651
0.0,14,14.348315
0.0,4,14.349608
0.0,4,14.35101
0.0,15,14.356036
0.0,12,14.36004
0.0,2,14.360716
0.0,2,14.361381
0.0,3,14.417788
0.0,4,14.419352
0.0,7,14.421695
0.0,30,14.432975
0.0,11,14.436991
0.0,2,14.437725
0.0,3,14.438856
0.0,4,14.44016
0.0,2,14.44084
0.0,17,14.446418
0.0,6,14.448522
0.0,6,14.450546
0.0,3,14.45154
0.0,8,14.454151
0.0,6,14.456187
0.0,2,14.456867
0.0,18,14.464289
0.0,10,14.470592
0.0,4,14.473609
0.0,10,14.48018
0.0,8,14.484496
0.0,10,14.488921
