# {"t_start": 1602448160.086903, "env_id": "FrozenLake-v0"} 
r,l,t
0.0,12,21.638787
1.0,8,21.64162
0.0,13,21.645868
0.0,7,21.648173
0.0,14,21.653256
0.0,15,21.658454
0.0,6,21.660507
0.0,11,21.664026
0.0,2,21.664698
0.0,4,21.666491
0.0,18,21.672107
0.0,7,21.675218
0.0,2,21.676042
0.0,20,21.683691
0.0,5,21.685619
0.0,11,21.68959
0.0,13,21.693884
0.0,15,21.698954
0.0,15,21.703844
0.0,2,21.704592
0.0,7,21.707209
0.0,8,21.709817
0.0,2,21.710504
0.0,11,21.714989
0.0,7,21.718013
0.0,13,21.7227
0.0,2,21.723401
0.0,10,21.727451
0.0,4,21.728904
1.0,6,21.731407
0.0,3,21.732511
0.0,11,21.736295
0.0,2,21.737032
0.0,3,21.73816
0.0,11,21.741849
0.0,2,21.742573
0.0,10,21.74627
0.0,19,21.753094
1.0,11,21.757801
0.0,8,21.760423
0.0,10,21.764055
1.0,6,21.76607
0.0,2,21.766758
0.0,12,21.771138
0.0,9,21.77424
0.0,4,21.775924
0.0,11,21.78004
0.0,5,21.782121
0.0,7,21.784854
0.0,9,21.788108
0.0,4,21.789435
0.0,12,21.793407
0.0,6,21.795544
0.0,13,21.7998
0.0,11,21.803443
0.0,6,21.805442
0.0,6,21.807426
0.0,6,21.80942
0.0,7,21.811691
0.0,4,21.813114
0.0,2,21.81382
0.0,7,21.816094
0.0,9,21.819345
0.0,11,21.823004
0.0,6,21.82517
1.0,19,21.832049
0.0,11,21.835745
0.0,5,21.837363
0.0,14,21.842242
0.0,3,21.843591
0.0,6,21.845713
0.0,10,21.849259
0.0,5,21.851122
0.0,10,21.854406
0.0,5,21.856199
0.0,33,21.869443
0.0,10,21.872785
0.0,2,21.87348
0.0,5,21.875423
0.0,10,21.878916
0.0,4,21.880502
0.0,9,21.883765
0.0,3,21.884929
0.0,3,21.885955
0.0,3,21.886989
0.0,15,21.89221
0.0,6,21.894224
0.0,16,21.89945
0.0,4,21.900882
0.0,2,21.901571
0.0,14,21.906215
0.0,4,21.907647
1.0,33,21.918467
0.0,2,21.91917
0.0,8,21.921842
0.0,9,21.925441
0.0,5,21.927048
1.0,14,21.931811
0.0,12,21.935895
0.0,18,21.941902
0.0,10,21.945166
0.0,13,21.950125
0.0,24,21.957958
0.0,4,21.959256
0.0,11,21.962961
0.0,5,21.964703
0.0,3,21.965892
0.0,13,21.97022
0.0,13,21.974985
0.0,10,21.978263
0.0,5,21.979939
0.0,24,21.988388
0.0,9,21.991437
0.0,3,21.992438
0.0,4,21.993818
0.0,5,21.995546
0.0,3,21.996986
0.0,5,21.999381
0.0,7,22.001731
0.0,11,22.005391
0.0,4,22.006888
0.0,6,22.009071
0.0,11,22.012678
0.0,13,22.016951
0.0,3,22.017983
0.0,12,22.02223
0.0,8,22.025002
0.0,10,22.027852
1.0,12,22.031948
0.0,4,22.033391
0.0,4,22.034805
0.0,10,22.038096
0.0,7,22.040418
0.0,7,22.042698
0.0,6,22.044748
0.0,34,22.056794
0.0,11,22.060445
0.0,4,22.061956
0.0,10,22.065273
0.0,8,22.067895
0.0,11,22.071714
0.0,11,22.07523
0.0,7,22.077971
0.0,3,22.078968
0.0,4,22.08035
0.0,7,22.083329
0.0,3,22.084524
0.0,5,22.086244
0.0,6,22.088283
0.0,5,22.08994
0.0,5,22.091694
0.0,8,22.094542
0.0,2,22.095287
0.0,4,22.096732
0.0,6,22.099
0.0,4,22.100358
0.0,16,22.105866
0.0,14,22.110578
0.0,13,22.115051
0.0,3,22.116063
0.0,13,22.120359
0.0,6,22.122475
0.0,5,22.124133
0.0,5,22.125857
0.0,8,22.128557
0.0,10,22.131746
0.0,10,22.136275
0.0,7,22.138554
0.0,27,22.200695
0.0,20,22.207375
0.0,2,22.208093
0.0,8,22.210843
0.0,3,22.211884
0.0,3,22.212904
0.0,2,22.213613
0.0,4,22.214916
0.0,10,22.218404
0.0,3,22.219546
0.0,4,22.22097
0.0,6,22.223024
0.0,24,22.230794
0.0,5,22.232826
0.0,6,22.235058
0.0,8,22.237649
0.0,10,22.241014
0.0,24,22.248882
0.0,6,22.251064
0.0,6,22.253008
1.0,18,22.258852
0.0,10,22.262136
0.0,6,22.264196
0.0,18,22.270349
0.0,6,22.272383
0.0,2,22.273117
0.0,8,22.275993
0.0,16,22.281238
0.0,25,22.289967
1.0,15,22.294945
0.0,5,22.296774
0.0,5,22.299015
0.0,3,22.300194
0.0,8,22.302786
0.0,20,22.309406
0.0,13,22.3139
0.0,16,22.31902
0.0,5,22.320684
0.0,3,22.321761
0.0,3,22.322848
0.0,16,22.327825
0.0,3,22.328801
0.0,9,22.332373
0.0,5,22.334585
0.0,15,22.339641
0.0,2,22.340342
0.0,12,22.344265
0.0,16,22.350174
0.0,13,22.354381
0.0,2,22.355395
0.0,7,22.358002
0.0,17,22.363628
0.0,15,22.368932
0.0,9,22.372036
0.0,6,22.374038
0.0,2,22.374715
0.0,6,22.37671
0.0,3,22.377727
0.0,8,22.380863
0.0,5,22.383333
0.0,7,22.385793
0.0,3,22.386842
0.0,7,22.389145
0.0,2,22.389843
0.0,13,22.394167
0.0,4,22.395504
0.0,6,22.397777
0.0,2,22.398579
1.0,13,22.402889
0.0,5,22.404627
0.0,4,22.405971
0.0,4,22.407413
0.0,9,22.410286
0.0,5,22.411937
0.0,2,22.412651
0.0,8,22.416117
0.0,7,22.418482
0.0,6,22.420438
0.0,2,22.421113
0.0,5,22.427009
0.0,5,22.429002
0.0,16,22.434351
0.0,3,22.435423
0.0,18,22.441345
0.0,4,22.442668
0.0,27,22.451712
0.0,3,22.452766
0.0,9,22.455771
0.0,3,22.456765
0.0,2,22.457437
0.0,20,22.46404
0.0,9,22.467122
0.0,9,22.470058
0.0,11,22.473693
0.0,9,22.476573
0.0,9,22.479365
0.0,11,22.483807
0.0,10,22.486969
0.0,17,22.492502
0.0,13,22.497298
0.0,12,22.501581
0.0,2,22.502282
0.0,2,22.50296
0.0,7,22.505386
0.0,2,22.506179
0.0,12,22.510013
0.0,9,22.513041
0.0,23,22.521054
0.0,15,22.526642
0.0,7,22.529039
0.0,6,22.531
0.0,9,22.534203
0.0,7,22.536497
0.0,6,22.538499
0.0,4,22.539863
0.0,2,22.540545
0.0,7,22.542829
0.0,4,22.544126
0.0,21,22.552195
0.0,6,22.554226
0.0,11,22.55801
0.0,5,22.559677
0.0,4,22.560995
0.0,2,22.561669
0.0,5,22.563384
0.0,7,22.565834
0.0,26,22.574604
1.0,12,22.578348
0.0,4,22.579627
0.0,15,22.585423
0.0,10,22.588834
1.0,8,22.591446
0.0,4,22.592786
0.0,7,22.595115
0.0,5,22.596969
0.0,3,22.598336
0.0,11,22.602188
0.0,8,22.605216
0.0,4,22.606564
0.0,6,22.608564
0.0,40,22.621487
0.0,12,22.625468
0.0,2,22.626237
0.0,7,22.62841
0.0,5,22.630066
0.0,11,22.63492
0.0,17,22.640553
0.0,14,22.645115
0.0,3,22.646087
0.0,12,22.650504
0.0,14,22.655128
0.0,4,22.656586
0.0,11,22.660098
0.0,7,22.662361
0.0,8,22.665112
0.0,17,22.67064
0.0,7,22.673064
0.0,2,22.673724
0.0,6,22.675666
0.0,4,22.677201
0.0,11,22.680973
0.0,9,22.684999
0.0,5,22.686664
0.0,3,22.687687
0.0,4,22.689032
0.0,20,22.696176
0.0,10,22.708854
0.0,11,22.712588
0.0,18,22.718613
0.0,5,22.720382
0.0,4,22.722183
0.0,9,22.725208
0.0,7,22.727568
0.0,4,22.728886
0.0,9,22.732336
0.0,19,22.740291
0.0,22,22.747408
0.0,8,22.750282
0.0,2,22.751065
0.0,12,22.755022
0.0,9,22.75799
0.0,8,22.760599
0.0,4,22.761923
0.0,11,22.765535
0.0,21,22.772254
0.0,10,22.775504
0.0,10,22.778621
0.0,5,22.78077
0.0,12,22.785533
0.0,5,22.787241
0.0,3,22.788249
0.0,11,22.792081
0.0,11,22.795863
0.0,11,22.800401
0.0,3,22.801388
0.0,7,22.803634
0.0,25,22.811786
0.0,3,22.812876
0.0,24,22.82087
0.0,2,22.82179
0.0,32,22.832962
0.0,5,22.835208
0.0,17,22.840862
0.0,5,22.842513
0.0,8,22.845252
0.0,15,22.851053
0.0,2,22.85175
0.0,3,22.852708
0.0,5,22.854328
0.0,5,22.856003
0.0,16,22.861154
0.0,19,22.868084
0.0,5,22.869717
0.0,22,22.877687
0.0,7,22.880122
0.0,6,22.882241
0.0,3,22.883456
0.0,5,22.885141
0.0,14,22.889711
0.0,14,22.894194
0.0,12,22.899409
0.0,5,22.901282
0.0,3,22.902287
0.0,6,22.904287
0.0,9,22.907363
0.0,11,22.911057
0.0,10,22.914456
0.0,4,22.915795
0.0,7,22.918091
0.0,3,22.919085
0.0,6,22.92106
0.0,17,22.979138
0.0,8,22.981693
0.0,26,22.991235
0.0,4,22.992601
0.0,10,22.995984
0.0,6,22.998361
0.0,8,23.001341
0.0,7,23.003623
0.0,23,23.011486
0.0,4,23.012808
0.0,4,23.014424
0.0,12,23.018413
0.0,7,23.021011
0.0,8,23.02387
0.0,14,23.027839
0.0,8,23.030245
0.0,23,23.037737
0.0,2,23.038696
0.0,18,23.044547
0.0,19,23.051773
0.0,6,23.053781
0.0,6,23.055712
0.0,8,23.058398
0.0,3,23.059455
0.0,7,23.061798
0.0,11,23.065527
0.0,6,23.067474
0.0,20,23.074193
0.0,13,23.078381
0.0,13,23.083426
0.0,14,23.088372
0.0,8,23.091086
0.0,4,23.092485
0.0,6,23.09443
0.0,11,23.099162
0.0,14,23.103954
0.0,4,23.105345
0.0,15,23.110192
0.0,21,23.11697
0.0,4,23.118515
0.0,5,23.120094
0.0,14,23.124749
0.0,8,23.127312
0.0,28,23.137322
0.0,10,23.140894
0.0,5,23.142643
0.0,14,23.147421
0.0,16,23.152847
0.0,4,23.154165
0.0,3,23.155251
0.0,9,23.158084
0.0,14,23.162834
0.0,2,23.16369
0.0,6,23.16624
0.0,4,23.168334
0.0,22,23.175863
0.0,12,23.179739
0.0,11,23.183632
0.0,11,23.187445
0.0,7,23.189849
0.0,8,23.192526
0.0,9,23.195448
0.0,14,23.201703
1.0,12,23.205823
0.0,5,23.207452
0.0,6,23.209475
0.0,15,23.214506
0.0,9,23.217521
0.0,6,23.220292
0.0,11,23.22417
0.0,7,23.226575
0.0,15,23.231986
0.0,2,23.232902
0.0,6,23.235506
0.0,14,23.241219
0.0,4,23.242578
0.0,17,23.24821
0.0,22,23.255698
0.0,4,23.257028
0.0,2,23.257729
0.0,6,23.259701
0.0,11,23.263436
0.0,17,23.268759
0.0,3,23.269651
0.0,16,23.274537
0.0,6,23.276529
0.0,4,23.277883
0.0,4,23.279284
0.0,21,23.287262
0.0,20,23.293947
0.0,9,23.297079
0.0,24,23.305347
0.0,8,23.308143
0.0,10,23.311348
0.0,5,23.313094
0.0,6,23.31531
0.0,28,23.325143
0.0,17,23.332855
0.0,9,23.336838
0.0,4,23.338334
0.0,5,23.340211
0.0,5,23.341918
0.0,31,23.352343
0.0,5,23.354043
0.0,12,23.358303
0.0,19,23.364558
0.0,16,23.369676
0.0,6,23.371656
0.0,15,23.376549
0.0,27,23.38629
0.0,16,23.391548
0.0,16,23.396952
0.0,12,23.401566
0.0,6,23.403514
0.0,4,23.40488
0.0,23,23.412232
0.0,3,23.417921
0.0,31,23.429848
0.0,12,23.433945
0.0,9,23.437069
0.0,10,23.440588
0.0,3,23.441627
0.0,10,23.444876
0.0,32,23.455666
0.0,11,23.459523
0.0,4,23.460834
0.0,4,23.462201
1.0,11,23.46797
0.0,2,23.468905
0.0,7,23.472355
0.0,5,23.474698
0.0,4,23.476237
0.0,10,23.479783
0.0,4,23.481306
0.0,2,23.482035
0.0,5,23.483908
0.0,13,23.488412
0.0,11,23.492094
0.0,15,23.497432
0.0,2,23.498356
0.0,2,23.499334
0.0,10,23.502599
0.0,6,23.50468
0.0,6,23.5069
0.0,4,23.508368
0.0,12,23.512231
0.0,14,23.517192
0.0,28,23.52655
0.0,28,23.536187
0.0,9,23.539436
0.0,4,23.540899
0.0,23,23.548836
0.0,6,23.550889
0.0,9,23.553716
0.0,3,23.554982
0.0,7,23.557412
0.0,3,23.558425
1.0,25,23.5669
0.0,3,23.567985
0.0,7,23.570234
0.0,7,23.572841
0.0,4,23.574292
0.0,18,23.580576
0.0,4,23.582027
0.0,7,23.584595
0.0,4,23.586027
0.0,2,23.586871
0.0,15,23.591885
0.0,2,23.592595
0.0,3,23.593588
0.0,9,23.596871
0.0,12,23.60121
0.0,5,23.603228
0.0,17,23.608961
0.0,3,23.61001
0.0,23,23.617782
1.0,11,23.62161
0.0,12,23.62574
0.0,4,23.62734
0.0,4,23.628664
0.0,9,23.631629
0.0,7,23.635232
0.0,7,23.63756
0.0,2,23.638241
0.0,2,23.639014
0.0,10,23.642424
0.0,6,23.644386
0.0,5,23.646104
0.0,10,23.649726
0.0,17,23.655376
0.0,4,23.656866
0.0,2,23.657557
0.0,4,23.658862
0.0,2,23.659539
0.0,11,23.663135
0.0,4,23.664596
0.0,4,23.665959
0.0,26,23.674214
0.0,10,23.677487
1.0,7,23.680166
0.0,7,23.682849
0.0,2,23.683776
0.0,3,23.685188
0.0,7,23.687587
0.0,6,23.689759
0.0,3,23.690956
0.0,3,23.692333
0.0,14,23.752613
0.0,2,23.753329
0.0,28,23.762447
0.0,3,23.763519
0.0,3,23.764509
0.0,20,23.771045
0.0,11,23.774833
0.0,10,23.778094
0.0,6,23.780339
0.0,11,23.78458
0.0,8,23.787688
0.0,7,23.79037
0.0,7,23.792673
0.0,5,23.794317
0.0,2,23.795058
0.0,2,23.796026
0.0,15,23.801614
0.0,6,23.80373
0.0,4,23.805371
0.0,8,23.807949
0.0,6,23.809909
0.0,4,23.811228
0.0,22,23.818562
0.0,14,23.823967
0.0,9,23.826906
0.0,8,23.829902
0.0,3,23.831112
0.0,3,23.832172
0.0,8,23.834981
0.0,3,23.835988
0.0,12,23.840074
0.0,6,23.842132
0.0,19,23.848781
0.0,42,23.862718
1.0,16,23.868073
0.0,10,23.871498
0.0,7,23.873952
0.0,3,23.874989
0.0,57,23.894664
0.0,28,23.904198
0.0,23,23.912125
0.0,5,23.913979
0.0,4,23.915284
0.0,8,23.918231
0.0,3,23.919249
0.0,3,23.920292
0.0,4,23.9217
0.0,3,23.922701
0.0,10,23.926299
0.0,6,23.928255
0.0,9,23.93124
0.0,2,23.931985
0.0,21,23.940061
0.0,3,23.941533
0.0,14,23.946138
0.0,6,23.94834
0.0,9,23.951849
0.0,5,23.95349
0.0,9,23.956476
0.0,2,23.957199
0.0,3,23.95864
0.0,2,23.959379
0.0,12,23.963245
0.0,21,23.970363
0.0,16,23.97576
0.0,27,23.98571
0.0,17,23.99137
0.0,7,23.993673
0.0,11,23.997864
0.0,6,24.000216
0.0,6,24.002166
0.0,4,24.003518
0.0,4,24.005006
0.0,5,24.006676
0.0,30,24.016534
0.0,11,24.020073
0.0,17,24.025656
0.0,16,24.033001
0.0,22,24.040772
0.0,2,24.041484
0.0,13,24.045759
0.0,5,24.047525
0.0,12,24.051706
0.0,22,24.059153
1.0,19,24.06589
0.0,4,24.067243
0.0,5,24.068847
0.0,12,24.072807
1.0,9,24.075864
0.0,17,24.081085
0.0,9,24.084883
0.0,13,24.089219
0.0,11,24.092926
0.0,4,24.094225
0.0,7,24.096828
0.0,2,24.097656
0.0,6,24.099899
0.0,10,24.103295
0.0,10,24.10674
0.0,17,24.112422
0.0,7,24.115015
0.0,10,24.118391
0.0,4,24.119999
0.0,4,24.121562
0.0,4,24.12297
0.0,3,24.12396
0.0,10,24.127319
0.0,8,24.129923
0.0,16,24.135522
0.0,32,24.14626
0.0,19,24.153311
0.0,6,24.155859
0.0,19,24.162706
0.0,11,24.166449
0.0,7,24.168974
0.0,8,24.171614
1.0,23,24.179135
0.0,8,24.1816
0.0,12,24.18643
0.0,11,24.190298
0.0,7,24.192982
0.0,5,24.194564
0.0,18,24.200732
0.0,10,24.204075
0.0,4,24.205401
0.0,11,24.209079
0.0,14,24.213613
0.0,5,24.215241
0.0,17,24.22184
0.0,3,24.22312
0.0,7,24.225582
0.0,14,24.230175
0.0,4,24.231657
1.0,31,24.242306
0.0,2,24.243019
0.0,23,24.25096
0.0,10,24.254206
0.0,2,24.254933
0.0,6,24.25706
0.0,21,24.263972
0.0,26,24.273485
0.0,6,24.275525
0.0,2,24.276209
0.0,11,24.27979
0.0,8,24.282416
0.0,6,24.284742
0.0,12,24.288948
1.0,11,24.293029
0.0,23,24.30144
0.0,6,24.303442
0.0,7,24.306062
0.0,7,24.308405
0.0,4,24.309753
0.0,5,24.311363
0.0,11,24.315098
0.0,4,24.316586
0.0,2,24.317498
0.0,3,24.318551
0.0,8,24.321147
0.0,6,24.323325
0.0,5,24.324882
0.0,7,24.327259
0.0,4,24.328606
0.0,2,24.329418
0.0,6,24.331423
0.0,17,24.337337
0.0,9,24.340533
0.0,3,24.341546
0.0,5,24.343236
0.0,8,24.345937
0.0,9,24.349185
0.0,2,24.349993
0.0,4,24.351328
0.0,7,24.35373
0.0,5,24.3556
0.0,8,24.358297
0.0,3,24.359329
0.0,5,24.36105
0.0,16,24.366455
0.0,3,24.367504
0.0,3,24.368504
0.0,13,24.372872
0.0,13,24.377184
0.0,11,24.380907
0.0,12,24.384961
0.0,3,24.386394
0.0,5,24.388205
0.0,3,24.389237
0.0,9,24.392159
0.0,7,24.394656
0.0,11,24.398461
0.0,4,24.399884
0.0,10,24.403307
1.0,20,24.410022
0.0,5,24.411833
0.0,10,24.416025
0.0,4,24.417534
0.0,2,24.418296
0.0,7,24.42088
0.0,12,24.430646
0.0,12,24.435033
0.0,7,24.43751
0.0,14,24.442423
0.0,6,24.444515
0.0,5,24.446194
0.0,7,24.448744
0.0,6,24.450896
0.0,17,24.456467
0.0,9,24.459737
0.0,3,24.460775
0.0,2,24.461481
0.0,7,24.463873
0.0,16,24.469313
0.0,4,24.470682
0.0,10,24.529443
0.0,6,24.532006
0.0,4,24.533435
0.0,18,24.540201
0.0,8,24.542764
0.0,7,24.545154
0.0,6,24.547238
0.0,9,24.550538
0.0,10,24.553704
0.0,3,24.554736
0.0,5,24.556527
0.0,7,24.558882
0.0,33,24.569702
0.0,2,24.570408
0.0,11,24.5742
0.0,13,24.578503
0.0,6,24.580581
0.0,7,24.582887
0.0,2,24.583568
0.0,6,24.586041
0.0,8,24.588883
1.0,13,24.593184
0.0,4,24.594494
0.0,16,24.600575
0.0,6,24.602674
0.0,13,24.607521
0.0,12,24.611485
0.0,13,24.615798
0.0,3,24.616904
0.0,14,24.621527
0.0,3,24.62269
0.0,8,24.625329
0.0,11,24.628961
0.0,10,24.632183
0.0,6,24.634253
0.0,2,24.635298
0.0,11,24.6397
0.0,2,24.64038
0.0,3,24.641339
0.0,4,24.642589
0.0,5,24.644413
0.0,3,24.645448
0.0,9,24.648937
0.0,2,24.649979
0.0,27,24.660464
0.0,4,24.662001
0.0,19,24.67012
1.0,17,24.676681
0.0,8,24.679725
0.0,3,24.680644
0.0,19,24.687483
1.0,6,24.689455
0.0,19,24.695381
1.0,14,24.700497
0.0,16,24.705819
0.0,9,24.708789
0.0,6,24.710778
0.0,7,24.713372
0.0,3,24.714814
0.0,3,24.716719
0.0,7,24.722642
0.0,8,24.72715
0.0,9,24.730873
0.0,19,24.737958
0.0,6,24.739945
0.0,8,24.742723
0.0,7,24.745078
0.0,6,24.747153
0.0,12,24.751694
0.0,18,24.757801
0.0,11,24.761423
0.0,8,24.764643
0.0,11,24.769105
0.0,5,24.771053
0.0,11,24.775724
0.0,10,24.778569
0.0,4,24.779724
0.0,14,24.785914
0.0,7,24.788631
0.0,15,24.793614
0.0,29,24.803582
1.0,12,24.807788
0.0,3,24.808796
0.0,13,24.812996
0.0,4,24.814768
0.0,28,24.825272
0.0,3,24.826345
0.0,17,24.831742
0.0,2,24.832486
0.0,3,24.833394
0.0,5,24.835346
0.0,3,24.836848
0.0,11,24.841214
0.0,7,24.843438
0.0,3,24.844518
0.0,25,24.853805
0.0,10,24.857305
0.0,4,24.858696
0.0,7,24.860956
0.0,8,24.863838
0.0,6,24.865929
0.0,23,24.878785
0.0,5,24.881406
0.0,4,24.883037
0.0,12,24.887691
0.0,27,24.89593
0.0,21,24.903316
0.0,11,24.906969
0.0,11,24.910584
0.0,17,24.916301
1.0,14,24.921064
0.0,8,24.923841
0.0,6,24.925754
0.0,11,24.929722
0.0,4,24.931032
0.0,7,24.933481
0.0,3,24.934734
0.0,9,24.938327
0.0,9,24.94167
1.0,24,24.952187
0.0,7,24.954752
0.0,9,24.957813
0.0,8,24.960628
0.0,3,24.961705
0.0,11,24.965725
0.0,21,24.973742
0.0,2,24.974454
0.0,3,24.97549
0.0,9,24.978594
0.0,6,24.980711
0.0,17,24.987228
0.0,5,24.988949
1.0,17,24.994665
0.0,6,24.996781
0.0,5,24.998541
0.0,12,25.00425
0.0,10,25.00765
0.0,7,25.010209
0.0,11,25.014012
0.0,11,25.018552
0.0,11,25.022259
0.0,8,25.025008
0.0,4,25.026385
0.0,15,25.031278
0.0,30,25.042058
0.0,13,25.046412
0.0,8,25.049594
0.0,9,25.052606
0.0,10,25.055969
0.0,27,25.065381
0.0,9,25.068623
0.0,7,25.071106
0.0,9,25.076613
0.0,8,25.079557
0.0,7,25.082145
0.0,2,25.082868
0.0,2,25.083562
0.0,6,25.085787
0.0,6,25.087684
0.0,20,25.094511
0.0,10,25.098146
0.0,12,25.102508
0.0,4,25.103823
1.0,10,25.107526
0.0,10,25.110753
0.0,4,25.112162
0.0,27,25.12187
0.0,14,25.126797
0.0,4,25.128122
0.0,8,25.131343
0.0,16,25.137422
0.0,39,25.15189
0.0,25,25.160282
0.0,9,25.164014
0.0,3,25.165105
0.0,7,25.168836
0.0,11,25.173753
0.0,10,25.178526
0.0,2,25.179258
0.0,19,25.186907
0.0,7,25.189618
0.0,5,25.191268
0.0,11,25.195324
0.0,3,25.196412
0.0,5,25.198222
0.0,4,25.200032
0.0,14,25.20527
0.0,2,25.206211
0.0,17,25.212428
0.0,11,25.216438
0.0,12,25.220852
0.0,16,25.226462
0.0,13,25.230824
0.0,4,25.23223
0.0,5,25.234095
0.0,8,25.238189
0.0,3,25.239573
0.0,18,25.245944
0.0,20,25.253646
0.0,4,25.254984
0.0,15,25.260309
0.0,5,25.262005
0.0,7,25.2645
0.0,10,25.268189
0.0,3,25.269577
0.0,3,25.271003
0.0,6,25.273274
0.0,2,25.27398
0.0,23,25.28189
0.0,4,25.342685
0.0,16,25.348184
0.0,3,25.349852
0.0,13,25.355323
0.0,15,25.360669
0.0,13,25.365437
0.0,9,25.368731
0.0,4,25.37081
0.0,13,25.375805
0.0,4,25.377225
0.0,11,25.38087
0.0,18,25.387842
0.0,2,25.388901
0.0,28,25.398431
0.0,4,25.400149
0.0,9,25.403396
0.0,7,25.406754
0.0,7,25.409043
0.0,15,25.419307
0.0,25,25.428789
0.0,2,25.429587
0.0,7,25.432224
0.0,6,25.434304
0.0,4,25.435891
0.0,4,25.438601
0.0,2,25.439417
0.0,3,25.440451
0.0,2,25.44117
0.0,11,25.444878
0.0,5,25.446546
0.0,9,25.450175
0.0,9,25.453214
0.0,4,25.454587
0.0,36,25.466694
0.0,7,25.46967
0.0,8,25.472696
0.0,15,25.477933
0.0,8,25.481012
0.0,6,25.483269
0.0,3,25.484328
0.0,10,25.489044
0.0,4,25.490437
0.0,3,25.491445
0.0,7,25.493906
0.0,6,25.495863
0.0,12,25.5001
0.0,4,25.501757
0.0,6,25.503969
0.0,10,25.507218
0.0,23,25.515276
0.0,6,25.517677
0.0,7,25.520786
0.0,2,25.521584
0.0,10,25.525159
1.0,19,25.531472
0.0,6,25.533779
0.0,5,25.535991
0.0,7,25.539039
0.0,18,25.545195
0.0,7,25.547511
0.0,6,25.550197
0.0,7,25.552651
0.0,9,25.555706
0.0,7,25.558183
0.0,9,25.561108
0.0,9,25.56424
1.0,19,25.57118
0.0,10,25.574609
0.0,23,25.582603
0.0,6,25.584801
1.0,10,25.589314
0.0,2,25.590242
0.0,13,25.595094
0.0,7,25.598241
0.0,4,25.59994
0.0,8,25.603638
0.0,6,25.606589
0.0,10,25.610364
0.0,3,25.611497
0.0,15,25.617561
0.0,5,25.619419
0.0,5,25.621093
0.0,4,25.622656
1.0,22,25.629989
0.0,13,25.634641
0.0,26,25.64359
1.0,20,25.650663
0.0,15,25.656139
0.0,4,25.657473
0.0,13,25.661654
0.0,19,25.668065
0.0,2,25.668842
0.0,4,25.670627
0.0,8,25.674269
0.0,14,25.678915
0.0,9,25.68203
0.0,11,25.686843
0.0,8,25.68987
0.0,9,25.69286
0.0,8,25.695625
0.0,9,25.699111
0.0,12,25.70638
0.0,8,25.709375
0.0,21,25.717098
0.0,4,25.718731
0.0,8,25.721927
0.0,13,25.726549
0.0,9,25.729784
0.0,10,25.733705
0.0,4,25.735227
0.0,15,25.740212
0.0,3,25.741243
0.0,2,25.742456
0.0,3,25.74363
0.0,3,25.74472
0.0,6,25.746744
0.0,16,25.752155
0.0,16,25.757962
0.0,4,25.759366
0.0,13,25.763936
0.0,8,25.76659
1.0,7,25.769369
1.0,19,25.775933
0.0,2,25.776677
0.0,4,25.777998
1.0,35,25.792497
1.0,15,25.797562
0.0,2,25.798295
0.0,41,25.811862
0.0,13,25.816479
0.0,4,25.818187
0.0,10,25.821639
0.0,7,25.823952
0.0,13,25.828276
1.0,19,25.835153
0.0,5,25.836842
0.0,13,25.841379
0.0,5,25.843107
0.0,6,25.845106
0.0,14,25.850062
0.0,8,25.852743
0.0,5,25.854389
0.0,11,25.858107
0.0,24,25.865956
0.0,3,25.867
0.0,3,25.868027
0.0,14,25.872628
1.0,15,25.877556
0.0,16,25.883318
0.0,7,25.885639
0.0,9,25.888685
0.0,7,25.891128
0.0,14,25.895584
1.0,19,25.902067
0.0,9,25.905177
1.0,16,25.910461
0.0,6,25.912484
0.0,5,25.914291
0.0,2,25.915014
0.0,10,25.918446
0.0,4,25.920021
0.0,21,25.927123
0.0,2,25.927835
0.0,7,25.930296
0.0,5,25.932206
0.0,4,25.933778
0.0,3,25.934796
0.0,4,25.936089
0.0,10,25.939765
0.0,15,25.944657
0.0,3,25.945782
0.0,26,25.955023
0.0,9,25.958563
0.0,3,25.95958
0.0,4,25.960888
0.0,19,25.967557
0.0,13,25.972492
0.0,3,25.97358
0.0,4,25.97489
0.0,8,25.977546
0.0,12,25.981697
0.0,11,25.985886
0.0,8,25.988667
0.0,11,25.992261
0.0,9,25.99544
0.0,15,26.000477
0.0,9,26.003754
0.0,2,26.004493
0.0,7,26.006799
0.0,5,26.00844
0.0,9,26.011453
0.0,14,26.016149
0.0,17,26.022168
0.0,3,26.023193
0.0,6,26.025179
1.0,18,26.031421
0.0,14,26.036313
0.0,7,26.03867
0.0,16,26.044052
0.0,14,26.048577
0.0,15,26.053593
0.0,19,26.060422
0.0,5,26.062014
0.0,9,26.065054
0.0,4,26.066516
0.0,3,26.067604
0.0,8,26.07082
0.0,6,26.073281
0.0,8,26.076041
0.0,4,26.077384
1.0,18,26.083451
0.0,9,26.13917
0.0,6,26.141378
0.0,5,26.143101
0.0,5,26.144763
0.0,4,26.146061
0.0,13,26.150536
0.0,17,26.156133
0.0,5,26.157765
0.0,3,26.158801
0.0,8,26.16138
0.0,9,26.164586
0.0,24,26.173838
0.0,5,26.175504
0.0,4,26.176816
0.0,4,26.17814
0.0,5,26.179784
0.0,2,26.180521
0.0,8,26.183491
0.0,4,26.184828
0.0,9,26.187894
0.0,23,26.195509
0.0,8,26.198464
0.0,13,26.202647
0.0,10,26.20656
0.0,4,26.207926
0.0,6,26.209889
0.0,6,26.21183
0.0,14,26.216677
0.0,8,26.219634
