# {"t_start": 1602341425.2324522, "env_id": "CartPole-v1"} 
r,l,t
27.0,27,18.417195
128.0,128,18.513217
113.0,113,18.552215
36.0,36,18.564335
164.0,164,18.619773
20.0,20,18.626635
52.0,52,18.644391
53.0,53,18.662327
33.0,33,18.673738
37.0,37,18.686281
40.0,40,18.699889
30.0,30,18.71001
69.0,69,18.735965
25.0,25,18.744546
82.0,82,18.772268
52.0,52,18.789909
35.0,35,18.801514
33.0,33,18.812845
53.0,53,18.830915
62.0,62,18.851324
175.0,175,18.913133
134.0,134,18.95778
135.0,135,19.002297
114.0,114,19.042567
73.0,73,19.066955
86.0,86,19.095106
44.0,44,19.109898
41.0,41,19.124118
116.0,116,19.163487
17.0,17,19.169165
69.0,69,19.245455
69.0,69,19.268379
104.0,104,19.304379
135.0,135,19.349871
94.0,94,19.383227
16.0,16,19.388835
35.0,35,19.400754
63.0,63,19.42217
28.0,28,19.431785
47.0,47,19.447623
19.0,19,19.453865
159.0,159,19.505664
76.0,76,19.53156
70.0,70,19.554895
28.0,28,19.564601
21.0,21,19.57269
114.0,114,19.611965
53.0,53,19.630984
55.0,55,19.649374
42.0,42,19.663546
47.0,47,19.679046
65.0,65,19.701108
56.0,56,19.720187
73.0,73,19.744529
36.0,36,19.757452
104.0,104,19.793463
223.0,223,19.869343
251.0,251,20.006901
82.0,82,20.034616
48.0,48,20.050563
43.0,43,20.064579
61.0,61,20.085359
94.0,94,20.117499
90.0,90,20.148523
64.0,64,20.170394
53.0,53,20.187867
110.0,110,20.22512
162.0,162,20.280518
65.0,65,20.30185
94.0,94,20.334669
73.0,73,20.359719
20.0,20,20.36651
67.0,67,20.388641
28.0,28,20.397963
132.0,132,20.443275
36.0,36,20.456954
67.0,67,20.479207
150.0,150,20.530644
109.0,109,20.567082
209.0,209,20.637787
36.0,36,20.650068
156.0,156,20.758034
106.0,106,20.793924
30.0,30,20.803858
47.0,47,20.820298
16.0,16,20.825545
35.0,35,20.83756
19.0,19,20.847112
28.0,28,20.857218
10.0,10,20.860697
103.0,103,20.895551
57.0,57,20.914158
41.0,41,20.927615
135.0,135,20.973177
68.0,68,20.995254
19.0,19,21.001426
69.0,69,21.024705
37.0,37,21.038206
30.0,30,21.04803
23.0,23,21.055548
32.0,32,21.066142
26.0,26,21.07485
32.0,32,21.08532
142.0,142,21.132023
36.0,36,21.144001
80.0,80,21.171144
154.0,154,21.221935
57.0,57,21.241419
82.0,82,21.269539
34.0,34,21.280974
16.0,16,21.286181
67.0,67,21.309076
27.0,27,21.31863
39.0,39,21.331893
59.0,59,21.351758
81.0,81,21.378664
55.0,55,21.397508
58.0,58,21.41713
69.0,69,21.49235
23.0,23,21.499833
169.0,169,21.558783
88.0,88,21.588073
99.0,99,21.62139
56.0,56,21.63974
33.0,33,21.650695
91.0,91,21.682099
14.0,14,21.686745
39.0,39,21.699553
41.0,41,21.712999
66.0,66,21.735068
45.0,45,21.750188
24.0,24,21.758962
40.0,40,21.772284
108.0,108,21.810504
116.0,116,21.852309
28.0,28,21.861741
100.0,100,21.89476
53.0,53,21.912754
109.0,109,21.949074
81.0,81,21.975737
34.0,34,21.987147
17.0,17,21.993249
57.0,57,22.011859
15.0,15,22.01747
22.0,22,22.024774
27.0,27,22.033782
142.0,142,22.084217
90.0,90,22.115966
148.0,148,22.166373
38.0,38,22.230177
68.0,68,22.253095
138.0,138,22.298773
68.0,68,22.321724
12.0,12,22.325855
106.0,106,22.36121
104.0,104,22.398527
97.0,97,22.431355
42.0,42,22.446419
107.0,107,22.479622
33.0,33,22.491198
96.0,96,22.523546
51.0,51,22.540444
43.0,43,22.555254
56.0,56,22.573436
148.0,148,22.623653
31.0,31,22.633874
26.0,26,22.643189
131.0,131,22.688121
75.0,75,22.713276
16.0,16,22.7191
32.0,32,22.729731
41.0,41,22.743725
54.0,54,22.76218
76.0,76,22.787485
54.0,54,22.805068
44.0,44,22.820708
27.0,27,22.829706
65.0,65,22.855819
123.0,123,22.896182
41.0,41,22.909734
23.0,23,22.96998
47.0,47,22.985889
66.0,66,23.007377
28.0,28,23.01653
64.0,64,23.039254
34.0,34,23.051334
57.0,57,23.0703
29.0,29,23.079973
22.0,22,23.087107
101.0,101,23.121572
26.0,26,23.130111
45.0,45,23.145793
51.0,51,23.163452
36.0,36,23.175333
119.0,119,23.215946
17.0,17,23.221604
78.0,78,23.247993
61.0,61,23.269405
150.0,150,23.319602
34.0,34,23.330732
101.0,101,23.365477
146.0,146,23.414413
26.0,26,23.423567
43.0,43,23.438085
111.0,111,23.477217
36.0,36,23.491048
25.0,25,23.499461
40.0,40,23.512518
73.0,73,23.537212
35.0,35,23.548411
43.0,43,23.562934
69.0,69,23.586108
17.0,17,23.592098
85.0,85,23.620975
68.0,68,23.643897
38.0,38,23.657246
23.0,23,23.717082
57.0,57,23.736128
28.0,28,23.745406
29.0,29,23.75603
15.0,15,23.761462
34.0,34,23.774776
102.0,102,23.811235
90.0,90,23.842077
22.0,22,23.852921
92.0,92,23.882577
100.0,100,23.921274
38.0,38,23.934403
150.0,150,23.987661
53.0,53,24.005476
34.0,34,24.016568
191.0,191,24.083718
22.0,22,24.090981
241.0,241,24.172607
61.0,61,24.192383
127.0,127,24.234724
62.0,62,24.255818
22.0,22,24.262999
44.0,44,24.278569
52.0,52,24.295668
39.0,39,24.30849
47.0,47,24.324569
15.0,15,24.329883
107.0,107,24.364003
128.0,128,24.406758
96.0,96,24.490966
283.0,283,24.584288
27.0,27,24.593514
68.0,68,24.618834
23.0,23,24.626382
93.0,93,24.657786
71.0,71,24.681491
116.0,116,24.719916
18.0,18,24.72671
100.0,100,24.760161
45.0,45,24.775418
15.0,15,24.780391
166.0,166,24.836237
36.0,36,24.853522
24.0,24,24.861493
23.0,23,24.869417
112.0,112,24.908439
64.0,64,24.929695
18.0,18,24.935507
52.0,52,24.953177
32.0,32,24.964202
14.0,14,24.970504
21.0,21,24.978311
76.0,76,25.003197
81.0,81,25.035046
105.0,105,25.076022
70.0,70,25.100214
200.0,200,25.168383
28.0,28,25.178109
58.0,58,25.248934
34.0,34,25.260253
22.0,22,25.267554
46.0,46,25.28321
122.0,122,25.324681
109.0,109,25.35872
23.0,23,25.366377
92.0,92,25.397696
28.0,28,25.406474
42.0,42,25.421353
74.0,74,25.446869
39.0,39,25.459811
62.0,62,25.481517
131.0,131,25.5257
47.0,47,25.541628
38.0,38,25.55446
135.0,135,25.600639
31.0,31,25.611651
55.0,55,25.630001
53.0,53,25.647864
23.0,23,25.655166
62.0,62,25.67614
109.0,109,25.712417
42.0,42,25.727643
102.0,102,25.76155
51.0,51,25.778392
30.0,30,25.788223
159.0,159,25.846483
134.0,134,25.890603
48.0,48,25.906417
130.0,130,26.041987
41.0,41,26.056086
29.0,29,26.066383
86.0,86,26.097097
28.0,28,26.106232
40.0,40,26.120992
105.0,105,26.157461
24.0,24,26.165527
53.0,53,26.185129
27.0,27,26.194904
52.0,52,26.213555
110.0,110,26.251856
137.0,137,26.299306
19.0,19,26.305733
171.0,171,26.3634
60.0,60,26.383195
52.0,52,26.400316
104.0,104,26.434478
23.0,23,26.44229
29.0,29,26.451757
142.0,142,26.49698
35.0,35,26.50972
52.0,52,26.527882
54.0,54,26.545441
18.0,18,26.551423
56.0,56,26.571987
88.0,88,26.601243
27.0,27,26.61045
110.0,110,26.646142
73.0,73,26.670594
39.0,39,26.683741
108.0,108,26.785646
16.0,16,26.793052
74.0,74,26.822275
47.0,47,26.846067
22.0,22,26.855562
27.0,27,26.868528
250.0,250,26.958654
38.0,38,26.971283
54.0,54,26.989436
18.0,18,26.995308
50.0,50,27.012325
37.0,37,27.02467
137.0,137,27.069608
85.0,85,27.098825
194.0,194,27.163671
105.0,105,27.198711
16.0,16,27.204062
68.0,68,27.227174
82.0,82,27.254603
98.0,98,27.287392
42.0,42,27.301205
26.0,26,27.310232
31.0,31,27.320846
23.0,23,27.328709
38.0,38,27.341547
84.0,84,27.369556
73.0,73,27.394278
10.0,10,27.397826
84.0,84,27.427189
99.0,99,27.461014
45.0,45,27.475124
48.0,48,27.491166
52.0,52,27.565649
121.0,121,27.617059
36.0,36,27.634895
54.0,54,27.655212
54.0,54,27.675444
31.0,31,27.687298
85.0,85,27.717712
75.0,75,27.744123
22.0,22,27.751465
21.0,21,27.757969
109.0,109,27.797997
67.0,67,27.820553
130.0,130,27.863974
61.0,61,27.887426
156.0,156,27.94084
29.0,29,27.950857
192.0,192,28.016247
27.0,27,28.025249
37.0,37,28.037396
36.0,36,28.049958
88.0,88,28.07876
20.0,20,28.085482
32.0,32,28.096182
41.0,41,28.109786
192.0,192,28.174961
44.0,44,28.190118
21.0,21,28.197111
33.0,33,28.208148
16.0,16,28.21378
26.0,26,28.222497
32.0,32,28.233532
40.0,40,28.246963
27.0,27,28.256614
48.0,48,28.27265
18.0,18,28.331124
62.0,62,28.351568
38.0,38,28.363616
76.0,76,28.389801
54.0,54,28.408356
93.0,93,28.440273
50.0,50,28.457376
121.0,121,28.496671
11.0,11,28.500235
66.0,66,28.522074
54.0,54,28.541882
108.0,108,28.577433
36.0,36,28.589924
59.0,59,28.609189
32.0,32,28.619772
50.0,50,28.636656
49.0,49,28.652969
143.0,143,28.701592
19.0,19,28.707819
13.0,13,28.712461
50.0,50,28.730658
79.0,79,28.757842
48.0,48,28.776085
70.0,70,28.799757
19.0,19,28.806048
158.0,158,28.861728
27.0,27,28.870694
25.0,25,28.879118
26.0,26,28.887456
51.0,51,28.904286
133.0,133,28.950232
31.0,31,28.960955
36.0,36,28.973875
75.0,75,28.99864
24.0,24,29.006583
63.0,63,29.083716
143.0,143,29.133638
22.0,22,29.142651
54.0,54,29.160576
175.0,175,29.220596
21.0,21,29.22942
41.0,41,29.243615
19.0,19,29.250015
11.0,11,29.253774
15.0,15,29.259133
108.0,108,29.296069
54.0,54,29.314131
56.0,56,29.3337
52.0,52,29.353459
37.0,37,29.368414
24.0,24,29.377151
18.0,18,29.382629
46.0,46,29.397143
80.0,80,29.424126
116.0,116,29.462345
99.0,99,29.493834
35.0,35,29.505208
27.0,27,29.514482
86.0,86,29.544435
43.0,43,29.558254
44.0,44,29.573055
82.0,82,29.600578
153.0,153,29.653354
30.0,30,29.663191
38.0,38,29.676303
61.0,61,29.69703
50.0,50,29.713333
97.0,97,29.7466
134.0,134,29.846022
45.0,45,29.860731
49.0,49,29.8771
41.0,41,29.892378
41.0,41,29.905884
30.0,30,29.916144
25.0,25,29.925859
19.0,19,29.933263
95.0,95,29.965662
35.0,35,29.977778
90.0,90,30.008584
27.0,27,30.017763
15.0,15,30.022942
40.0,40,30.037294
71.0,71,30.061265
175.0,175,30.120116
19.0,19,30.126942
21.0,21,30.1342
41.0,41,30.148075
85.0,85,30.175964
16.0,16,30.181069
43.0,43,30.195908
134.0,134,30.241141
56.0,56,30.259223
83.0,83,30.28699
33.0,33,30.298158
26.0,26,30.306774
86.0,86,30.335721
50.0,50,30.352371
38.0,38,30.365058
65.0,65,30.386936
55.0,55,30.405208
82.0,82,30.432762
70.0,70,30.456278
57.0,57,30.475669
22.0,22,30.483291
44.0,44,30.497342
19.0,19,30.503446
127.0,127,30.596271
31.0,31,30.606553
114.0,114,30.644722
23.0,23,30.652408
25.0,25,30.66089
29.0,29,30.670497
43.0,43,30.6852
76.0,76,30.711072
60.0,60,30.731787
16.0,16,30.737108
69.0,69,30.761678
42.0,42,30.776235
14.0,14,30.781165
119.0,119,30.824835
132.0,132,30.874533
213.0,213,30.947678
134.0,134,30.9935
53.0,53,31.011519
18.0,18,31.017966
80.0,80,31.045402
37.0,37,31.059533
14.0,14,31.06495
87.0,87,31.094128
43.0,43,31.109489
32.0,32,31.120742
129.0,129,31.163683
142.0,142,31.210932
104.0,104,31.246428
62.0,62,31.268022
23.0,23,31.275632
81.0,81,31.366951
70.0,70,31.400397
24.0,24,31.413486
57.0,57,31.455302
60.0,60,31.488132
55.0,55,31.514268
111.0,111,31.562319
24.0,24,31.579873
126.0,126,31.660219
143.0,143,31.722468
22.0,22,31.730013
111.0,111,31.773253
90.0,90,31.801543
30.0,30,31.812459
26.0,26,31.821564
51.0,51,31.841518
49.0,49,31.859354
50.0,50,31.876978
42.0,42,31.891814
137.0,137,31.937916
42.0,42,31.951982
48.0,48,31.96839
69.0,69,31.992405
46.0,46,32.008011
39.0,39,32.0216
39.0,39,32.03493
78.0,78,32.06149
68.0,68,32.084863
35.0,35,32.097097
40.0,40,32.110583
62.0,62,32.132558
36.0,36,32.144849
28.0,28,32.154318
79.0,79,32.181992
103.0,103,32.276827
161.0,161,32.330917
36.0,36,32.348096
19.0,19,32.356812
129.0,129,32.43749
28.0,28,32.451085
26.0,26,32.464842
24.0,24,32.479169
21.0,21,32.49505
73.0,73,32.539191
115.0,115,32.601163
141.0,141,32.668037
49.0,49,32.683574
29.0,29,32.693437
36.0,36,32.704857
23.0,23,32.713351
93.0,93,32.74748
72.0,72,32.771308
22.0,22,32.77799
18.0,18,32.784004
103.0,103,32.818595
58.0,58,32.838663
32.0,32,32.854065
47.0,47,32.869954
198.0,198,32.936377
74.0,74,32.962133
70.0,70,32.987326
41.0,41,33.002276
60.0,60,33.022222
93.0,93,33.052327
66.0,66,33.162955
31.0,31,33.185224
76.0,76,33.224651
70.0,70,33.255201
124.0,124,33.327501
33.0,33,33.346412
110.0,110,33.396643
41.0,41,33.431167
65.0,65,33.466713
60.0,60,33.490084
116.0,116,33.529776
15.0,15,33.535067
20.0,20,33.541612
39.0,39,33.554535
33.0,33,33.566127
22.0,22,33.573863
59.0,59,33.592297
20.0,20,33.599147
32.0,32,33.610359
46.0,46,33.626034
53.0,53,33.644482
20.0,20,33.651425
13.0,13,33.656166
21.0,21,33.662774
29.0,29,33.673201
66.0,66,33.710804
66.0,66,33.738493
38.0,38,33.754259
29.0,29,33.76674
16.0,16,33.774273
92.0,92,33.817453
64.0,64,33.854412
26.0,26,33.874834
88.0,88,33.909678
39.0,39,33.923503
21.0,21,33.931176
22.0,22,33.938388
15.0,15,33.943237
42.0,42,33.957927
116.0,116,33.997931
18.0,18,34.005164
71.0,71,34.031677
30.0,30,34.0427
63.0,63,34.121716
33.0,33,34.135807
25.0,25,34.146554
28.0,28,34.167653
75.0,75,34.219058
20.0,20,34.228445
23.0,23,34.242211
30.0,30,34.255738
84.0,84,34.294821
19.0,19,34.306525
31.0,31,34.325754
28.0,28,34.344695
42.0,42,34.371229
31.0,31,34.390522
25.0,25,34.403419
70.0,70,34.440968
88.0,88,34.480988
53.0,53,34.505031
53.0,53,34.525133
66.0,66,34.546888
21.0,21,34.553452
36.0,36,34.56538
34.0,34,34.576047
34.0,34,34.58748
117.0,117,34.627022
23.0,23,34.634799
28.0,28,34.644502
73.0,73,34.668948
27.0,27,34.67792
66.0,66,34.703148
54.0,54,34.724667
75.0,75,34.750552
104.0,104,34.785999
23.0,23,34.794938
26.0,26,34.803824
51.0,51,34.822105
24.0,24,34.830641
47.0,47,34.85632
86.0,86,34.912774
21.0,21,34.921496
27.0,27,34.935216
19.0,19,34.946924
36.0,36,34.966419
86.0,86,35.00977
28.0,28,35.026399
45.0,45,35.136806
22.0,22,35.150456
29.0,29,35.169093
61.0,61,35.191535
95.0,95,35.226621
32.0,32,35.23808
53.0,53,35.258247
27.0,27,35.267505
23.0,23,35.27584
41.0,41,35.291151
57.0,57,35.310596
15.0,15,35.315895
101.0,101,35.34936
22.0,22,35.356963
77.0,77,35.382732
19.0,19,35.389338
55.0,55,35.407672
57.0,57,35.426902
36.0,36,35.438813
64.0,64,35.460915
43.0,43,35.475368
34.0,34,35.486183
62.0,62,35.50659
38.0,38,35.519822
23.0,23,35.528755
83.0,83,35.557132
32.0,32,35.567592
49.0,49,35.584726
28.0,28,35.594597
25.0,25,35.602453
20.0,20,35.609787
19.0,19,35.616354
91.0,91,35.647779
94.0,94,35.703317
90.0,90,35.758992
23.0,23,35.77255
39.0,39,35.790955
24.0,24,35.804982
23.0,23,35.81854
29.0,29,35.83738
17.0,17,35.860571
72.0,72,35.897046
26.0,26,35.909574
48.0,48,35.931758
81.0,81,35.963324
30.0,30,35.976562
15.0,15,36.044385
97.0,97,36.080135
17.0,17,36.085629
28.0,28,36.094978
45.0,45,36.110269
53.0,53,36.130231
48.0,48,36.145754
41.0,41,36.159448
44.0,44,36.175065
61.0,61,36.194856
55.0,55,36.213473
103.0,103,36.247778
38.0,38,36.260491
25.0,25,36.269099
60.0,60,36.291594
40.0,40,36.304813
115.0,115,36.345476
164.0,164,36.403246
16.0,16,36.408744
37.0,37,36.421577
164.0,164,36.481858
30.0,30,36.49276
16.0,16,36.498064
16.0,16,36.503458
26.0,26,36.512449
90.0,90,36.54461
63.0,63,36.565295
30.0,30,36.576223
64.0,64,36.598896
47.0,47,36.614561
38.0,38,36.627794
48.0,48,36.644241
42.0,42,36.657326
60.0,60,36.676989
51.0,51,36.693407
62.0,62,36.715139
107.0,107,36.809271
91.0,91,36.846811
43.0,43,36.861388
34.0,34,36.872858
63.0,63,36.894058
39.0,39,36.907057
38.0,38,36.920445
213.0,213,36.991917
25.0,25,37.000148
106.0,106,37.036057
112.0,112,37.073083
55.0,55,37.091752
90.0,90,37.122589
89.0,89,37.151823
16.0,16,37.157457
123.0,123,37.198946
90.0,90,37.230389
30.0,30,37.240295
41.0,41,37.254343
82.0,82,37.281372
37.0,37,37.293483
43.0,43,37.307632
16.0,16,37.313024
66.0,66,37.335161
27.0,27,37.34487
160.0,160,37.39851
16.0,16,37.403733
82.0,82,37.504561
40.0,40,37.520929
115.0,115,37.567388
20.0,20,37.57578
47.0,47,37.650639
99.0,99,37.684389
45.0,45,37.698274
304.0,304,37.804544
24.0,24,37.812609
30.0,30,37.822694
30.0,30,37.832941
40.0,40,37.845928
25.0,25,37.855173
19.0,19,37.86158
118.0,118,37.900867
28.0,28,37.910469
52.0,52,37.928043
37.0,37,37.940526
50.0,50,37.958063
35.0,35,37.969558
68.0,68,37.993237
108.0,108,38.030047
30.0,30,38.041411
49.0,49,38.057919
15.0,15,38.063071
76.0,76,38.100235
146.0,146,38.195682
28.0,28,38.208806
110.0,110,38.297043
110.0,110,38.355505
22.0,22,38.364437
83.0,83,38.397856
24.0,24,38.41145
62.0,62,38.444323
49.0,49,38.463388
92.0,92,38.49386
74.0,74,38.578161
51.0,51,38.594832
14.0,14,38.600184
97.0,97,38.63331
47.0,47,38.649292
43.0,43,38.663646
22.0,22,38.672075
44.0,44,38.687861
37.0,37,38.700031
37.0,37,38.712312
138.0,138,38.758782
50.0,50,38.776233
23.0,23,38.784163
59.0,59,38.804074
50.0,50,38.821039
139.0,139,38.867024
32.0,32,38.879051
68.0,68,38.902155
42.0,42,38.917025
52.0,52,38.934509
40.0,40,38.947471
16.0,16,38.953032
65.0,65,38.975258
72.0,72,39.001146
85.0,85,39.029769
78.0,78,39.057123
74.0,74,39.081664
31.0,31,39.092083
53.0,53,39.11032
41.0,41,39.124195
37.0,37,39.136673
18.0,18,39.14309
45.0,45,39.158687
81.0,81,39.188312
32.0,32,39.19872
114.0,114,39.236502
100.0,100,39.321937
113.0,113,39.360236
72.0,72,39.383908
43.0,43,39.398556
33.0,33,39.409887
30.0,30,39.420541
50.0,50,39.437631
18.0,18,39.444129
18.0,18,39.450356
22.0,22,39.458253
23.0,23,39.465957
61.0,61,39.485227
41.0,41,39.498641
26.0,26,39.507335
122.0,122,39.548064
17.0,17,39.553758
174.0,174,39.612944
77.0,77,39.638673
24.0,24,39.646675
26.0,26,39.655919
96.0,96,39.688032
23.0,23,39.695919
49.0,49,39.71211
98.0,98,39.746734
24.0,24,39.754873
18.0,18,39.76088
28.0,28,39.769903
55.0,55,39.788826
58.0,58,39.808129
31.0,31,39.818206
58.0,58,39.838289
72.0,72,39.862343
48.0,48,39.878627
28.0,28,39.88795
65.0,65,39.909129
51.0,51,39.926981
39.0,39,39.940344
31.0,31,39.950751
81.0,81,39.97867
28.0,28,39.987934
86.0,86,40.07549
85.0,85,40.103912
32.0,32,40.114964
18.0,18,40.120916
28.0,28,40.13009
79.0,79,40.156614
32.0,32,40.167375
19.0,19,40.174005
102.0,102,40.208166
108.0,108,40.24422
23.0,23,40.251685
48.0,48,40.267783
80.0,80,40.296403
40.0,40,40.309461
94.0,94,40.340903
47.0,47,40.356541
242.0,242,40.439216
24.0,24,40.447332
36.0,36,40.459986
49.0,49,40.479896
63.0,63,40.500313
63.0,63,40.522684
63.0,63,40.543709
40.0,40,40.558728
20.0,20,40.565917
52.0,52,40.581157
95.0,95,40.613835
17.0,17,40.619687
81.0,81,40.648557
56.0,56,40.667495
24.0,24,40.675602
21.0,21,40.68249
58.0,58,40.702779
51.0,51,40.719627
15.0,15,40.725225
73.0,73,40.750575
72.0,72,40.830064
34.0,34,40.842043
80.0,80,40.86873
46.0,46,40.884697
29.0,29,40.8943
116.0,116,40.934077
39.0,39,40.947345
42.0,42,40.961417
18.0,18,40.968661
43.0,43,40.984854
39.0,39,40.998299
18.0,18,41.004362
76.0,76,41.030172
131.0,131,41.074904
42.0,42,41.088659
90.0,90,41.11865
45.0,45,41.133488
90.0,90,41.162529
23.0,23,41.170233
23.0,23,41.177946
49.0,49,41.197248
17.0,17,41.202823
27.0,27,41.21189
62.0,62,41.236504
19.0,19,41.243152
85.0,85,41.272069
29.0,29,41.281609
21.0,21,41.288746
81.0,81,41.315791
23.0,23,41.323736
72.0,72,41.347431
109.0,109,41.385328
114.0,114,41.425393
13.0,13,41.429885
30.0,30,41.440043
18.0,18,41.445823
51.0,51,41.464242
26.0,26,41.473151
57.0,57,41.492415
64.0,64,41.513978
45.0,45,41.583171
13.0,13,41.587609
118.0,118,41.627525
119.0,119,41.669557
24.0,24,41.678229
13.0,13,41.683338
54.0,54,41.699979
23.0,23,41.708175
28.0,28,41.717612
47.0,47,41.733641
55.0,55,41.752014
30.0,30,41.763663
87.0,87,41.792792
31.0,31,41.804497
42.0,42,41.818283
57.0,57,41.837335
35.0,35,41.849061
39.0,39,41.863131
34.0,34,41.875645
91.0,91,41.906294
70.0,70,41.930068
90.0,90,41.959165
49.0,49,41.97757
36.0,36,41.990189
80.0,80,42.016702
93.0,93,42.047559
25.0,25,42.056722
18.0,18,42.062731
30.0,30,42.073016
52.0,52,42.090108
52.0,52,42.107657
32.0,32,42.118459
16.0,16,42.124526
22.0,22,42.133183
95.0,95,42.165823
38.0,38,42.178381
29.0,29,42.188067
126.0,126,42.230844
102.0,102,42.266339
113.0,113,42.355058
122.0,122,42.396081
29.0,29,42.406261
95.0,95,42.439472
32.0,32,42.450065
23.0,23,42.458568
188.0,188,42.521535
64.0,64,42.545047
87.0,87,42.574799
27.0,27,42.584036
63.0,63,42.605215
120.0,120,42.64562
78.0,78,42.671979
29.0,29,42.682586
19.0,19,42.688817
43.0,43,42.703234
22.0,22,42.71087
19.0,19,42.717142
18.0,18,42.723276
31.0,31,42.733558
157.0,157,42.786199
23.0,23,42.79379
109.0,109,42.832563
22.0,22,42.84024
18.0,18,42.845784
80.0,80,42.87203
40.0,40,42.885589
19.0,19,42.892038
11.0,11,42.895669
44.0,44,42.909932
75.0,75,42.935328
51.0,51,42.952978
43.0,43,42.967602
42.0,42,42.981181
74.0,74,43.005784
30.0,30,43.016753
66.0,66,43.09331
47.0,47,43.109114
68.0,68,43.131806
32.0,32,43.142572
80.0,80,43.169393
95.0,95,43.201147
22.0,22,43.209888
40.0,40,43.223728
38.0,38,43.236065
23.0,23,43.243825
50.0,50,43.26037
15.0,15,43.265486
35.0,35,43.277051
37.0,37,43.289009
46.0,46,43.304972
36.0,36,43.316773
40.0,40,43.330441
119.0,119,43.371877
115.0,115,43.409169
113.0,113,43.446764
28.0,28,43.456084
67.0,67,43.476707
26.0,26,43.484698
18.0,18,43.491301
22.0,22,43.498851
33.0,33,43.50998
34.0,34,43.52214
118.0,118,43.562249
118.0,118,43.601406
15.0,15,43.606432
21.0,21,43.614376
74.0,74,43.639897
16.0,16,43.645911
33.0,33,43.657519
14.0,14,43.662263
46.0,46,43.67738
108.0,108,43.713716
18.0,18,43.719756
13.0,13,43.724188
23.0,23,43.731728
59.0,59,43.751258
27.0,27,43.7606
31.0,31,43.821469
26.0,26,43.830482
19.0,19,43.837655
37.0,37,43.851098
22.0,22,43.860844
59.0,59,43.880832
19.0,19,43.887283
65.0,65,43.90907
82.0,82,43.938756
46.0,46,43.954166
48.0,48,43.969763
68.0,68,43.992268
16.0,16,43.997641
29.0,29,44.007649
29.0,29,44.017497
60.0,60,44.037577
36.0,36,44.049603
16.0,16,44.054874
57.0,57,44.074016
34.0,34,44.085569
14.0,14,44.090599
114.0,114,44.128633
24.0,24,44.136739
80.0,80,44.164723
26.0,26,44.174324
30.0,30,44.185084
50.0,50,44.203806
95.0,95,44.235238
17.0,17,44.242345
51.0,51,44.259786
34.0,34,44.270926
16.0,16,44.276427
18.0,18,44.282334
138.0,138,44.329044
79.0,79,44.355342
36.0,36,44.367288
38.0,38,44.380467
52.0,52,44.397576
31.0,31,44.407631
22.0,22,44.414732
109.0,109,44.454213
30.0,30,44.4642
21.0,21,44.471567
77.0,77,44.49682
80.0,80,44.574846
74.0,74,44.599401
54.0,54,44.617281
30.0,30,44.627894
60.0,60,44.648162
69.0,69,44.670845
25.0,25,44.679183
160.0,160,44.732377
18.0,18,44.738451
26.0,26,44.747717
58.0,58,44.768544
55.0,55,44.786546
34.0,34,44.798235
44.0,44,44.813049
26.0,26,44.822135
11.0,11,44.825855
47.0,47,44.843049
18.0,18,44.850187
49.0,49,44.866392
50.0,50,44.88307
39.0,39,44.895861
24.0,24,44.903935
107.0,107,44.941964
19.0,19,44.948871
104.0,104,44.988015
113.0,113,45.026201
56.0,56,45.046184
29.0,29,45.056971
16.0,16,45.062337
23.0,23,45.069441
26.0,26,45.078967
124.0,124,45.123894
45.0,45,45.138125
90.0,90,45.168224
23.0,23,45.176253
38.0,38,45.18763
12.0,12,45.191728
19.0,19,45.198252
33.0,33,45.208903
38.0,38,45.222741
23.0,23,45.230677
35.0,35,45.242651
21.0,21,45.249689
49.0,49,45.266032
32.0,32,45.331426
28.0,28,45.340988
100.0,100,45.374329
25.0,25,45.382515
42.0,42,45.396518
150.0,150,45.448629
32.0,32,45.459113
151.0,151,45.510522
70.0,70,45.533384
26.0,26,45.542046
65.0,65,45.564626
16.0,16,45.569862
20.0,20,45.576628
61.0,61,45.597404
33.0,33,45.610815
30.0,30,45.620695
90.0,90,45.650351
15.0,15,45.65544
125.0,125,45.697495
50.0,50,45.714777
52.0,52,45.732689
44.0,44,45.747348
23.0,23,45.754859
23.0,23,45.762385
17.0,17,45.767868
90.0,90,45.797896
118.0,118,45.83731
74.0,74,45.867296
22.0,22,45.87466
121.0,121,45.916044
29.0,29,45.926596
21.0,21,45.933382
54.0,54,45.951702
51.0,51,45.969251
134.0,134,46.013635
19.0,19,46.019689
19.0,19,46.027263
18.0,18,46.085157
27.0,27,46.094388
32.0,32,46.104781
97.0,97,46.136658
67.0,67,46.159059
74.0,74,46.185413
87.0,87,46.214239
101.0,101,46.248543
21.0,21,46.256005
72.0,72,46.280743
20.0,20,46.287416
36.0,36,46.299657
34.0,34,46.311097
40.0,40,46.325119
45.0,45,46.340396
62.0,62,46.361122
18.0,18,46.366981
56.0,56,46.386125
53.0,53,46.404087
15.0,15,46.409322
69.0,69,46.433185
30.0,30,46.443931
35.0,35,46.45634
25.0,25,46.46359
14.0,14,46.467854
42.0,42,46.481726
44.0,44,46.496818
202.0,202,46.56406
14.0,14,46.568864
24.0,24,46.576826
80.0,80,46.602851
61.0,61,46.623097
18.0,18,46.628994
22.0,22,46.636178
53.0,53,46.653842
32.0,32,46.66461
22.0,22,46.672444
164.0,164,46.728315
22.0,22,46.736167
42.0,42,46.750149
119.0,119,46.845443
