# {"t_start": 1602341425.2324522, "env_id": "CartPole-v1"} 
r,l,t
47.0,47,75.675902
21.0,21,75.683156
24.0,24,75.691492
123.0,123,75.732827
65.0,65,75.754782
78.0,78,75.78021
36.0,36,75.792073
33.0,33,75.803347
78.0,78,75.828897
124.0,124,75.879307
94.0,94,75.910316
147.0,147,75.960436
37.0,37,75.972755
137.0,137,76.018596
14.0,14,76.023309
103.0,103,76.058116
126.0,126,76.100481
36.0,36,76.112841
34.0,34,76.126093
198.0,198,76.192744
75.0,75,76.21868
49.0,49,76.235464
38.0,38,76.248485
61.0,61,76.269347
144.0,144,76.31781
46.0,46,76.333477
42.0,42,76.400966
80.0,80,76.428861
49.0,49,76.4457
39.0,39,76.458043
55.0,55,76.476283
62.0,62,76.496895
19.0,19,76.503178
70.0,70,76.527166
116.0,116,76.565886
100.0,100,76.599787
116.0,116,76.639163
48.0,48,76.654985
50.0,50,76.672333
157.0,157,76.725998
60.0,60,76.745929
23.0,23,76.753777
37.0,37,76.766316
21.0,21,76.773593
38.0,38,76.786808
114.0,114,76.825811
24.0,24,76.833608
32.0,32,76.846154
19.0,19,76.856152
172.0,172,76.914116
140.0,140,76.965143
124.0,124,77.012594
74.0,74,77.038622
18.0,18,77.045246
29.0,29,77.0549
